Seg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,,,,,,,
DLX,1948.3,1948.3,1912.3,1883.7,2028.4,2269.5,2038.2,2047.6,2308.9,2166.7,2560,1914.3,1674.9,1301.1,1502.1,1731,1545.3,1234.3,1259.1,1622.8,1768.4,1779.4,1999.8,1721.2,2223.6,2217.4,3033.4,2953.4,2920.8,3812.1,2044.7,1909.4,1888.8,2022.8,3075.2,1724.3,2050,2185.1,1225.4,1548.1,1939.7,2500,1350,700,600,9.9,9.9,2037.6,1829.2,1797.7,1498.1,2425.9,1170.1,1616.4,1456,1645.9,1643.5,1232.1,1362.5,9.9,9.9,5522.1,3950.6,9.9,,,,,,,
ELWS,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,,,,,,,
PHIO,2.237,2.443460953,1.308996939,2.094395102,1.658062789,1.221730476,1.745329252,1.584758961,1.396263402,0.872664626,0.733038286,1.134464014,1.047197551,0.872664626,0.74,0.698131701,0.174532925,0.535,6.021385919,0.34906585,0.903,0.698131701,0.261799388,5.410520681,6.108652382,0.404,0.948,0.523598776,1.308996939,1.696,0.872664626,1.907,1.946,1.745329252,1.584758961,0.785398163,5.585053606,5.793,5.585053606,0.087266463,1.584758961,0.698131701,5.585053606,0.087266463,0.436332313,0,1.689,1.8,1.317,1.33,0.957,1.022,0.523598776,1.396263402,0.436332313,0.698131701,5.934119457,0.174532925,6.108652382,0,0.745,5.934119457,0.785398163,0,,,,,,,
FRICT,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,,,,,,,
LAYERH,,BR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR2,,,,,,,,,,,,,,BR3,,,,K,Area,Volume (m^3),Volume(af),Bottom Elevation(m),Bottom Elevation(ft)
1,0,0,0,0,0,0,0,0,0,232.3,262.761148,204.840294,273.6407713,236.1171283,265.38144,195.3538156,195.3538156,214.023542,209.8244686,192.4467648,247.5515282,266.4796592,267.7070806,267.7070806,327.2047209,786.4541505,449.2714915,457.3759968,364.156567,372.2963093,372.2963093,377.2059951,405.9534978,620.1708432,735.4590124,821.8555694,735.806865,534.1221387,737.0988876,763.1331427,976.1876678,332.7989262,381.0150923,717.1186577,733.287129,0,0,0,0,0,0,0,0,0,0,0,140.4,143.5,135.4,0,0,98.7,471.1,0,,66,29912535.32,1450404114,1175863.503,430.52584,1412.486352
1,0,0,0,0,0,0,0,0,0,232.3,260.1335365,202.7918911,270.9043636,233.755957,262.7276256,193.4002774,193.4002774,211.8833066,207.7262239,190.5222971,245.0760129,263.8148626,265.0300098,265.0300098,323.9326737,778.589609,444.7787766,452.8022369,360.5150013,368.5733462,368.5733462,373.4339352,401.8939628,613.9691347,728.1044223,813.6370138,728.4487963,528.7809173,729.7278987,755.5018113,966.4257911,332.69713,380.0617584,715.9052403,732.9719601,0,0,0,0,0,0,0,0,0,0,0,140.4,143.5,135.4,0,0,98.7,471.1,0,,67,29638746.46,1420491579,1151612.98,429.52584,1409.205512
1,0,0,0,0,0,0,0,0,0,216.039,257.5322011,200.7639722,268.19532,231.4183975,260.1003493,191.4662747,191.4662747,209.7644735,205.6489617,188.6170741,242.6252528,261.176714,262.3797097,262.3797097,320.693347,770.8037129,440.3309888,448.2742145,356.9098513,364.8876127,364.8876127,369.6995958,397.8750231,607.8294434,720.8233781,805.5006436,721.1643083,523.4931081,722.4306197,747.9467932,956.7615332,332.5953338,379.1084245,714.6918229,732.6567911,0,0,0,0,0,0,0,0,0,0,0,140.4,143.5,135.4,0,0,98.7,471.1,0,,68,29332436.97,1390852832,1127584.422,428.52584,1405.924672
1,0,0,0,0,0,0,0,0,0,216.039,254.9568791,198.7563324,265.5133668,229.1042135,257.4993458,189.5516119,189.5516119,207.6668288,203.5924721,186.7309034,240.1990003,258.5649468,259.7559126,259.7559126,317.4864135,763.0956758,435.927679,443.7914724,353.3407528,361.2387366,361.2387366,366.0025999,393.8962729,601.7511489,713.6151443,797.4456372,713.9526653,518.258177,715.2063135,740.4673253,947.1939179,332.4935376,378.1550906,713.4784055,732.3416221,0,0,0,0,0,0,0,0,0,0,0,140.4,143.5,135.4,0,0,98.7,471.1,0,,69,29064045.17,1361520395,1103804.192,427.52584,1402.643832
1,0,0,0,0,0,0,0,0,0,200.91627,252.4073103,196.7687691,262.8582331,226.8131713,254.9243524,187.6560958,187.6560958,205.5901605,201.5565473,184.8635944,237.7970103,255.9792973,257.1583535,257.1583535,314.3115493,755.464719,431.5684022,439.3535576,349.8073452,357.6263492,357.6263492,362.3425739,389.9573102,595.7336375,706.4789929,789.4711808,706.8131386,513.0755953,708.0542504,733.062652,937.7219787,332.3917414,377.2017567,712.2649881,732.0264531,0,0,0,0,0,0,0,0,0,0,0,104.1,126,124.8,0,0,91.2,453.8,0,,70,28765545.06,1332456350,1080241.552,426.52584,1399.362992
1,0,0,0,0,0,0,0,0,0,200.91627,249.8832372,194.8010814,260.2296508,224.5450396,252.3751088,185.7795348,185.7795348,203.5342589,199.5409819,183.0149584,235.4190402,253.4195044,254.58677,254.58677,311.1684339,747.9100718,427.2527181,434.9600221,346.3092718,354.0500857,354.0500857,358.7191481,386.0577371,589.7763011,699.4142029,781.576469,699.7450072,507.9448393,700.9737079,725.7320255,928.3447589,332.2899452,376.2484228,711.0515708,731.7112841,0,0,0,0,0,0,0,0,0,0,0,104.1,126,124.8,0,0,91.2,453.8,0,,71,28502442.91,1303690805,1056920.911,425.52584,1396.082152
1,0,0,0,0,0,0,0,0,0,186.8521311,247.3844049,192.8530706,257.6273543,222.2995892,249.8513578,183.9217395,183.9217395,201.4989163,197.545572,181.1848088,233.0648498,250.8853093,252.0409023,252.0409023,308.0567495,740.4309711,422.980191,430.6104218,342.8461791,350.5095849,350.5095849,355.1319566,382.1971597,583.8785381,692.4200609,773.7607043,692.7475572,502.8653909,693.9639708,718.4747052,919.0613113,332.188149,375.2950889,709.8381534,731.3961151,0,0,0,0,0,0,0,0,0,0,0,104.1,126,124.8,0,0,91.2,453.8,0,,72,28211473.21,1275188362,1033813.57,424.52584,1392.801312
1,0,0,0,0,0,0,0,0,0,186.8521311,244.9105608,190.9245399,255.0510807,220.0765933,247.3528442,182.0825221,182.0825221,199.4839272,195.5701163,179.3729608,230.7342013,248.3764562,249.5204932,249.5204932,304.976182,733.0266614,418.7503891,426.3043176,339.4177173,347.004489,347.004489,351.5806371,378.3751881,578.0397527,685.4958603,766.0230973,685.8200816,497.836737,687.0243311,711.2899582,909.8706982,332.0863528,374.341755,708.624736,731.0809462,0,0,0,0,0,0,0,0,0,0,0,104.1,126,124.8,0,0,91.2,453.8,0,,73,27953555.45,1246976889,1010942.122,423.52584,1389.520472
1,0,0,0,0,0,0,0,0,0,173.7724819,242.4614552,189.0152945,252.5005699,217.8758274,244.8793157,180.2616969,180.2616969,197.4890879,193.6144152,177.5792312,228.4268593,245.8926917,247.0252883,247.0252883,301.9264202,725.6963948,414.5628852,422.0412744,336.0235401,343.5344441,343.5344441,348.0648307,374.5914362,572.2593552,678.6409017,758.3628663,678.9618808,492.8583696,680.1540878,704.1770586,900.7719912,331.9845566,373.3884211,707.4113186,730.7657772,0,0,0,0,0,0,0,0,0,0,0,61.1,104.7,113.8,0,0,83.5,436.6,0,,74,27669851.39,1219023333,988279.7723,422.52584,1386.239633
1,0,0,0,0,0,0,0,0,0,173.7724819,240.0368407,187.1251416,249.9755642,215.6970691,242.4305226,178.4590799,178.4590799,195.514197,191.678271,175.8034388,226.1425907,243.4337648,244.5550354,244.5550354,298.907156,718.4394308,410.4172563,417.8208617,332.6633047,340.0990997,340.0990997,344.5841824,370.8455219,566.5367616,671.8544927,750.7792376,672.172262,487.9297859,673.3525469,697.135288,891.7642713,331.8827605,372.4350873,706.1979012,730.4506082,0,0,0,0,0,0,0,0,0,0,0,61.1,104.7,113.8,0,0,83.5,436.6,0,,75,27417014.85,1191353482,965847.4252,421.52584,1382.958793
1,0,0,0,0,0,0,0,0,0,161.6084082,237.6364722,185.2538901,247.4758086,213.5400984,240.0062173,176.6744891,176.6744891,193.559055,189.7614883,174.0454045,223.8811648,240.9994271,242.1094851,242.1094851,295.9180844,711.2550365,406.3130837,413.6426531,329.3366717,336.6981087,336.6981087,341.1383406,367.1370667,560.871394,665.1359477,743.2714453,665.4505393,483.0504881,666.6190214,690.1639351,882.8466286,331.7809643,371.4817534,704.9844838,730.1354392,0,0,0,0,0,0,0,0,0,0,0,61.1,104.7,113.8,0,0,83.5,436.6,0,,76,27140324.98,1163936467,943620.0565,420.52584,1379.677953
1,0,0,0,0,0,0,0,0,0,161.6084082,235.2601075,183.4013512,245.0010505,211.4046975,237.6061552,174.9077442,174.9077442,191.6234645,187.8638734,172.3049504,221.6423531,238.5894328,239.6883902,239.6883902,292.9589036,704.1424861,402.2499529,409.5062265,326.0433049,333.3311276,333.3311276,337.7269572,363.465696,555.2626801,658.4845883,735.8387308,658.7960339,478.2199832,659.9528312,683.2622958,874.0181623,331.6791681,370.5284195,703.7710664,729.8202702,0,0,0,0,0,0,0,0,0,0,0,61.1,104.7,113.8,0,0,83.5,436.6,0,,77,26892468.55,1136796142,921617.0041,419.52584,1376.397113
1,0,0,0,0,0,0,0,0,0,0,232.9075064,181.5673377,242.55104,209.2906505,235.2300936,173.1586668,173.1586668,189.7072298,185.9852347,170.5819009,219.4259296,236.2035385,237.2915063,237.2915063,290.0293146,697.1010613,398.2274534,405.4111643,322.7828719,329.9978163,329.9978163,334.3496876,359.831039,549.7100533,651.8997424,728.4803435,652.2080736,473.4377834,653.3533029,676.4296728,865.2779807,330.8258523,368.9885857,701.2636474,727.8789521,0,0,0,0,0,0,0,0,0,0,0,24.8,66,102.4,0,0,75.6,419.3,0,,78,26292355.87,1109903674,899814.8926,418.52584,1373.116273
1,0,0,0,0,0,0,0,0,0,0,230.5784314,179.7516643,240.1255296,207.197744,232.8777927,171.4270801,171.4270801,187.8101575,184.1253823,168.8760819,217.2316703,233.8415031,234.9185913,234.9185913,287.1290214,690.1300507,394.2451788,401.3570526,319.5550432,326.6978382,326.6978382,331.0061907,356.2327286,544.2129527,645.380745,721.1955401,645.6859929,468.7034055,646.8197699,669.6653761,856.6252009,329.9725365,367.448752,698.7562283,725.9376339,0,0,0,0,0,0,0,0,0,0,0,24.8,66,102.4,0,0,75.6,419.3,0,,79,26044828.38,1083611318,878499.301,417.52584,1369.835433
1,0,0,0,0,0,0,0,0,0,0,228.2726471,177.9541477,237.7242743,205.1257665,230.5490148,169.7128093,169.7128093,185.932056,182.2841285,167.1873211,215.0593536,231.5030881,232.5694053,232.5694053,284.2577312,683.2287502,390.3027271,397.3434821,316.3594927,323.4308598,323.4308598,327.6961288,352.6704014,538.7708232,638.9269375,713.9835847,639.2291329,464.0163715,640.3515722,662.9687223,848.0589489,329.1192208,365.9089183,696.2488093,723.9963157,0,0,0,0,0,0,0,0,0,0,0,24.8,66,102.4,0,0,75.6,419.3,0,,80,25799704.84,1057566489,857384.3836,416.52584,1366.554593
1,0,0,0,0,0,0,0,0,0,0,225.9899206,176.1746062,235.3470315,203.0745089,228.2435246,168.0156812,168.0156812,184.0727354,180.4612872,165.5154479,212.9087601,229.1880572,230.2437113,230.2437113,281.4151539,676.3964627,386.3996998,393.3700473,313.1958978,320.1965512,320.1965512,324.4191675,349.1436973,533.383115,632.5376681,706.8437488,632.8368416,459.3762078,633.9480564,656.3390351,839.5783594,328.265905,364.3690845,693.7413902,722.0549976,0,0,0,0,0,0,0,0,0,0,0,24.8,66,102.4,0,0,75.6,419.3,0,,81,25556961.21,1031766785,836468.1913,415.52584,1363.273753
1,0,0,0,0,0,0,0,0,0,0,223.7300214,174.4128602,232.9935612,201.0437638,225.9610894,166.3355244,166.3355244,182.2320081,178.6566744,163.8602934,210.7796725,226.8961766,227.9412742,227.9412742,278.6010023,669.632498,382.5357028,389.4363468,310.0639388,316.9945857,316.9945857,321.1749759,345.6522604,528.0492838,626.2122915,699.7753113,626.5084732,454.7824457,627.6085759,649.7756448,831.1825758,327.4125893,362.8292508,691.2339711,720.1136794,0,0,0,0,0,0,0,0,0,0,0,0,13.4,80.6,0,0,64.2,398.9,0,,82,25316573.7,1006209823,815748.7948,414.52584,1359.992913
1,0,0,0,0,0,0,0,0,0,0,221.4927212,172.6687316,230.6636256,199.0333261,223.7014785,164.6721692,164.6721692,180.409688,176.8701076,162.2216905,208.6718757,224.6272149,225.6618614,225.6618614,275.8149923,662.9361731,378.7103458,385.5419833,306.9632995,313.8246398,313.8246398,317.9632261,342.1957378,522.768791,619.9501685,692.7775582,620.2433885,450.2346212,615.0564044,636.7801319,822.8707501,326.5592735,361.289417,688.7265521,718.1723612,0,0,0,0,0,0,0,0,0,0,0,0,13.4,80.6,0,0,64.2,398.9,0,,83,25060768.85,980893249.7,795224.2839,413.52584,1356.712073
1,0,0,0,0,0,0,0,0,0,0,219.277794,170.9420442,228.3569894,197.0429929,221.4644637,163.0254475,163.0254475,178.6055911,175.1014065,160.5994735,206.585157,222.3809427,223.4052428,223.4052428,273.0568424,656.3068113,374.9232423,381.6865635,303.8936665,310.6863934,310.6863934,314.7835938,338.7737804,517.5411031,613.7506669,685.8497826,614.0409546,445.732275,602.7552763,624.0445292,814.6420425,325.7059577,359.7495833,686.219133,716.2310431,0,0,0,0,0,0,0,0,0,0,0,0,13.4,80.6,0,0,64.2,398.9,0,,84,24807805.72,955832480.9,774907.1577,412.52584,1353.431234
1,0,0,0,0,0,0,0,0,0,0,217.085016,169.2326238,226.0734195,195.072563,219.2498191,161.395193,161.395193,176.8195352,173.3503925,158.9934788,204.5193054,220.1571333,221.1711904,221.1711904,270.326274,649.7437432,371.1740099,377.8696979,300.8547298,307.5795295,307.5795295,311.6357579,335.3860426,512.365692,607.6131602,678.9912848,607.900545,441.2749523,590.7001707,611.5636386,806.4956221,324.852642,358.2097496,683.711714,714.2897249,0,0,0,0,0,0,0,0,0,0,0,0,13.4,80.6,0,0,64.2,398.9,0,,85,24557648.81,931024675.2,754795.1123,411.52584,1350.150394
1,0,0,0,0,0,0,0,0,0,0,214.9141659,167.5402976,223.8126853,193.1218373,217.0573209,159.7812411,159.7812411,175.0513398,171.6168885,157.403544,202.4741124,217.955562,218.9594785,218.9594785,267.6230112,643.2463058,367.4622698,374.0910009,297.8461825,304.5037342,304.5037342,308.5194003,332.0321822,507.2420351,601.5370286,672.201372,601.8215396,436.8622027,578.8861673,599.3323659,798.4306659,323.9993262,356.6699158,681.2042949,712.3484067,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0,0,58.2,382.6,0,,86,24310263.08,906467026.3,734885.8728,410.52584,1346.869554
1,0,0,0,0,0,0,0,0,0,0,212.7650242,165.8648946,221.5745584,191.190619,214.8867477,158.1834287,158.1834287,173.3008264,169.9007197,155.8295086,200.4493712,215.7760063,216.7698837,216.7698837,264.9467811,636.8138427,363.7876471,370.3500909,294.8677207,301.4586969,301.4586969,305.4342063,328.7118603,502.1696148,595.5216583,665.4793582,595.8033242,432.4935807,567.308444,587.3457186,790.4463592,323.1460104,355.1300821,678.6968759,710.4070885,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0,0,58.2,382.6,0,,87,24065614.02,882156763.3,715177.1924,409.52584,1343.588714
1,0,0,0,0,0,0,0,0,0,0,210.637374,164.2062456,219.3588128,189.2787128,212.7378802,156.6015944,156.6015944,171.5678182,168.2017125,154.2712135,198.4448775,213.6182463,214.6021849,214.6021849,262.2973133,630.4457043,360.1497706,366.64659,291.9190435,298.4441099,298.4441099,302.3798643,325.4247417,497.1479186,589.5664417,658.8245647,589.8452909,428.1686449,555.9622751,575.5988042,782.5418957,322.2926947,353.5902483,676.1894568,708.4657704,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0,0,58.2,382.6,0,,88,23823667.56,858091149.2,695666.8525,408.52584,1340.307874
1,0,0,0,0,0,0,0,0,0,0,208.5310002,162.5641832,217.1652247,187.3859256,210.6105014,155.0355784,155.0355784,169.85214,166.5196953,152.7285014,196.4604287,211.4820638,212.456163,212.456163,259.6743402,624.1412473,356.5482729,362.9801241,288.999853,295.4596688,295.4596688,299.3560656,322.1704943,492.1764394,583.6707773,652.236319,583.946838,423.8869585,544.8430296,564.0868281,774.7164767,321.4393789,352.0504146,673.6820378,706.5244522,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0,0,58.2,382.6,0,,89,23584390.13,834267481.7,676352.6621,407.52584,1337.027034
1,0,0,0,0,0,0,0,0,0,0,206.4456902,160.9385414,214.9935725,185.5120664,208.5043964,153.4852226,153.4852226,168.1536186,164.8544984,151.2012163,194.4958245,209.3672432,210.3316014,210.3316014,257.0775968,617.8998348,352.9827902,359.3503228,286.1098545,292.5050721,292.5050721,296.362505,318.9487894,487.254675,577.8340695,645.7139558,578.1073697,419.6480889,533.946169,552.8050915,766.9693119,320.5860632,350.5105809,671.1746187,704.583134,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,0,51.8,366.3,0,,90,23347748.63,810683091.6,657232.4574,406.52584,1333.746194
1,0,0,0,0,0,0,0,0,0,0,204.3812333,159.3291559,212.8436367,183.6569457,206.4193524,151.9503704,151.9503704,166.4720824,163.2059534,149.6892042,192.5508662,207.2735707,208.2282854,208.2282854,254.5068208,611.7208364,349.4529623,355.7568196,283.248756,289.5800214,289.5800214,293.3988799,315.7593015,482.3821283,572.0557288,639.2568163,572.326296,415.451608,523.2672456,541.7489897,759.2996188,319.7327474,348.9707471,668.6671997,702.6418159,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,0,51.8,366.3,0,,91,23113710.41,787335342.9,638304.1013,405.52584,1330.465354
1,0,0,0,0,0,0,0,0,0,0,202.337421,157.7358644,210.7152004,181.8203763,204.3551589,150.4308667,150.4308667,164.8073616,161.5738939,148.1923121,190.6253575,205.200835,206.1460025,206.1460025,251.9617526,605.6036281,345.9584327,352.1992514,280.4162684,286.6842212,286.6842212,290.4648911,312.6017085,477.558307,566.3351715,632.8642481,566.603033,411.2970919,512.8019007,530.9140099,751.7066226,318.8794316,347.4309134,666.1597806,700.7004977,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,0,51.8,366.3,0,,92,22882243.27,764221632.5,619565.4834,404.52584,1327.184514
1,0,0,0,0,0,0,0,0,0,0,200.3140468,156.1585057,208.6080484,180.0021725,202.3116073,148.926558,148.926558,163.159288,159.9581549,146.710389,188.719104,203.1488267,204.0845425,204.0845425,249.4421351,599.5475918,342.4988483,348.6772589,277.6121057,283.817379,283.817379,287.5602422,309.4756914,472.7827239,560.6718198,626.5356056,560.9370027,407.184121,502.5458627,520.2957297,744.1895564,318.0261159,345.8910796,663.6523616,698.7591795,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,0,51.8,366.3,0,,93,22653315.46,741339389.2,601014.5193,403.52584,1323.903675
1,0,0,0,0,0,0,0,0,0,0,198.3109063,154.5969207,206.5219679,178.2021508,200.2884912,147.4372925,147.4372925,161.5276951,158.3585734,145.2432851,186.8319129,201.1173384,202.0436971,202.0436971,246.9477137,593.5521159,339.0738598,345.1904863,274.8359847,280.9792052,280.9792052,284.6846398,306.3809345,468.0548967,555.0651016,620.2702496,555.3276326,403.1122798,492.4949454,509.8898151,736.7476608,317.1728001,344.3512459,661.1449425,696.8178614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8,349.7,0,,94,22426895.66,718686073.8,582649.1502,402.52584,1320.622835
1,0,0,0,0,0,0,0,0,0,0,0,100,113.2979283,176.4201293,198.2856063,145.9629195,145.9629195,159.9124181,156.7749876,143.7908523,184.9635938,199.106165,200.0232601,200.0232601,244.4782366,587.6165947,335.6831212,341.7385815,272.0876248,278.1694131,278.1694131,281.8377934,303.3171251,463.3743477,549.5144506,614.0675471,549.7743563,399.081157,482.6450465,499.6920188,729.3801842,316.3194844,342.8114122,658.6375234,694.8765432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8,349.7,0,,95,21446116.5,696259178.1,564467.3429,401.52584,1317.341995
1,0,0,0,0,0,0,0,0,0,0,0,0,101.9681355,174.655928,196.3027502,144.5032903,144.5032903,158.3132939,155.2072378,142.3529438,183.1139579,197.1151034,198.0230275,198.0230275,242.0334542,581.7404288,332.32629,338.3211956,269.3667486,275.387719,275.387719,279.0194154,300.2839539,458.7406043,544.0193061,607.9268716,544.2766128,395.0903454,472.9921456,489.6981784,722.0863824,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8,349.7,0,,96,20954274.05,674813061.6,547080.6674,400.52584,1314.061155
1,0,0,0,0,0,0,0,0,0,0,0,0,101.9681355,172.9093687,194.3397227,143.0582574,143.0582574,156.730161,153.6551654,140.9294143,181.2828183,195.1439524,196.0427972,196.0427972,239.6131197,575.9230245,329.0030271,334.9379837,266.6730811,272.6338418,272.6338418,276.2292213,297.2811143,454.1531982,538.579113,601.8476029,538.8338466,391.139442,463.5323027,479.9042149,714.8655186,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8,349.7,0,,97,20753593.25,653858787.6,530092.7356,399.52584,1310.780315
1,0,0,0,0,0,0,0,0,0,0,0,0,91.77132194,171.180275,192.3963255,141.6276749,141.6276749,155.1628594,152.1186137,139.5201202,179.4699901,193.1925128,194.0823693,194.0823693,237.2169885,570.1637942,325.7129969,331.5886038,264.0063503,269.9075034,269.9075034,273.4669291,294.3083032,449.6116662,533.1933219,595.8291268,533.4455082,387.2280475,454.2616566,470.3061306,707.7168634,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,329.5,0,,98,20538108.15,633105194.3,513267.4987,398.52584,1307.499475
1,0,0,0,0,0,0,0,0,0,0,0,0,91.77132194,169.4684723,190.4723623,140.2113981,140.2113981,153.6112308,150.5974276,138.124919,177.6752902,191.2605877,192.1415456,192.1415456,234.8448186,564.4621563,322.4558669,328.2727178,261.3662868,267.2084283,267.2084283,270.7322598,291.3652202,445.1155496,527.8613887,589.8708356,528.1110531,383.3557671,445.1764235,460.900008,700.6396947,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,329.5,0,,99,20341947.95,612567086.2,496616.9587,397.52584,1304.218635
1,0,0,0,0,0,0,0,0,0,0,0,0,0,167.7737875,188.5676386,138.8092841,138.8092841,152.0751185,149.0914533,136.7436698,175.8985373,189.3479818,190.2201301,190.2201301,232.4963704,558.8175347,319.2313082,324.9899906,258.7526239,264.5363441,264.5363441,268.0249372,288.451568,440.6643941,522.5827748,583.9721272,522.8299425,379.5222094,436.272895,451.6820078,693.6332978,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,329.5,0,,100,19994298.52,592225138.2,480125.4485,396.52584,1300.937795
1,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0960497,186.6819622,137.4211913,137.4211913,150.5543673,147.6005388,135.3762331,174.1395519,187.454502,188.3179288,188.3179288,230.1714067,553.2293594,316.0389951,321.7400907,256.1650977,261.8909806,261.8909806,265.3446878,285.5670523,436.2577501,517.3569471,578.132406,517.6016431,375.7269873,427.5474371,442.6483676,686.6969648,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,329.5,0,,101,19802548.09,572230839.7,463915.7827,395.52584,1297.656955
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.43126356,117.6266014,117.6266014,128.8680326,126.339683,115.8762055,149.0559314,160.4529533,161.1920093,161.1920093,197.0167778,473.5404251,270.5157229,275.3956144,219.266254,224.1673624,224.1673624,227.1235865,244.4330566,427.5325951,507.0098081,566.5697578,507.2496103,368.2124476,418.9964884,433.7954003,587.7829278,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,313.3,0,,102,17757097.69,552428291.6,447861.5718,394.52584,1294.376115
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.43126356,117.6266014,117.6266014,128.8680326,126.339683,115.8762055,149.0559314,160.4529533,161.1920093,161.1920093,197.0167778,473.5404251,270.5157229,275.3956144,219.266254,224.1673624,224.1673624,227.1235865,244.4330566,418.9819432,496.869612,555.2383627,497.1046181,360.8481986,410.6165586,425.1194923,587.7829278,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,313.3,0,,103,17628490.78,534671193.9,433465.637,393.52584,1291.095276
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0978034,114.0978034,125.0019916,122.5494925,112.3999194,144.5842535,155.6393647,156.356249,156.356249,191.1062745,459.3342123,262.4002512,267.133746,212.6882664,217.4423415,217.4423415,220.3098789,237.1000649,410.6023044,486.9322197,544.1335954,487.1625257,353.6312346,402.4042275,416.6171024,570.14944,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,313.3,0,,104,17105598.49,517042703.1,419173.9656,392.52584,1287.814436
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0978034,114.0978034,125.0019916,122.5494925,112.3999194,144.5842535,155.6393647,156.356249,156.356249,191.1062745,459.3342123,262.4002512,267.133746,212.6882664,217.4423415,217.4423415,220.3098789,237.1000649,402.3902583,477.1935753,533.2509235,477.4192752,346.5586099,394.3561429,408.2847604,570.14944,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,313.3,0,,105,16982084.42,499937104.6,405306.2106,391.52584,1284.533596
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.6748693,110.6748693,121.2519318,118.8730077,109.0279218,140.2467259,150.9701838,151.6655616,151.6655616,185.3730862,445.554186,254.5282437,259.1197336,206.3076184,210.9190713,210.9190713,213.7005825,229.987063,394.3424531,467.6497038,522.585905,467.8708897,339.6274377,386.46902,400.1190652,553.0449568,306.933011,325.873241,631.0559139,673.5220434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,297.3,0,,106,16594737.2,482955020.2,391538.5902,390.52584,1281.252756
