"Name","Segment","Parameter","Units","Data_Column","Filename","Output_Timestep"
"GATE WITHDRAWAL AT SEG64 derived constituents","64","Chlorophyll a","ug/m^3","7/12","dwo_gate1_seg64.opt",    0.100000
"GATE WITHDRAWAL AT SEG64 derived constituents","64","Oxygen % Gas Saturation","","8/12","dwo_gate1_seg64.opt",    0.100000
"GATE WITHDRAWAL AT SEG64 derived constituents","64","pH","","9/12","dwo_gate1_seg64.opt",    0.100000
"GATE WITHDRAWAL AT SEG64 derived constituents","64","CO2","","10/12","dwo_gate1_seg64.opt",    0.100000
"GATE WITHDRAWAL AT SEG64 derived constituents","64","HCO3","","11/12","dwo_gate1_seg64.opt",    0.100000
"GATE WITHDRAWAL AT SEG64 derived constituents","64","CO3","","12/12","dwo_gate1_seg64.opt",    0.100000
"WITHDRAWAL AT SEG84 flow","84","QWD","m^3/s","1/1","qwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 temperature","84","T","Celsius","1/1","two_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TDS","g/m^3","1/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen1","days","2/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen2","g/m^3","3/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen3","g/m^3","4/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen4","g/m^3","5/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen5","g/m^3","6/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ISS2","g/m^3","7/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","PO4","g/m^3","8/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NH4","g/m^3","9/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NO3","g/m^3","10/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM","g/m^3","11/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM","g/m^3","12/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM","g/m^3","13/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM","g/m^3","14/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALG1","g/m^3","15/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","DO","g/m^3","16/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TIC","g/m^3","17/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALK","g/m^3","18/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-P","g/m^3","19/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-P","g/m^3","20/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-P","g/m^3","21/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-P","g/m^3","22/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-N","g/m^3","23/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-N","g/m^3","24/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-N","g/m^3","25/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-N","g/m^3","26/26","cwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Dissolved organic carbon","g/m^3","1/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total organic carbon","g/m^3","2/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total Kheldahl Nitrogen","g/m^3","3/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total nitrogen","g/m^3","4/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total phosphorus","g/m^3","5/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Algal production","g/m^2/day","6/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Chlorophyll a","ug/m^3","7/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Oxygen % Gas Saturation","","8/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","pH","","9/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO2","","10/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","HCO3","","11/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO3","","12/12","dwo_wd1_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 flow","84","QWD","m^3/s","1/1","qwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 temperature","84","T","Celsius","1/1","two_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TDS","g/m^3","1/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen1","days","2/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen2","g/m^3","3/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen3","g/m^3","4/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen4","g/m^3","5/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen5","g/m^3","6/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ISS2","g/m^3","7/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","PO4","g/m^3","8/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NH4","g/m^3","9/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NO3","g/m^3","10/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM","g/m^3","11/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM","g/m^3","12/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM","g/m^3","13/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM","g/m^3","14/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALG1","g/m^3","15/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","DO","g/m^3","16/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TIC","g/m^3","17/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALK","g/m^3","18/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-P","g/m^3","19/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-P","g/m^3","20/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-P","g/m^3","21/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-P","g/m^3","22/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-N","g/m^3","23/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-N","g/m^3","24/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-N","g/m^3","25/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-N","g/m^3","26/26","cwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Dissolved organic carbon","g/m^3","1/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total organic carbon","g/m^3","2/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total Kheldahl Nitrogen","g/m^3","3/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total nitrogen","g/m^3","4/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total phosphorus","g/m^3","5/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Algal production","g/m^2/day","6/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Chlorophyll a","ug/m^3","7/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Oxygen % Gas Saturation","","8/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","pH","","9/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO2","","10/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","HCO3","","11/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO3","","12/12","dwo_wd2_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 flow","84","QWD","m^3/s","1/1","qwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 temperature","84","T","Celsius","1/1","two_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TDS","g/m^3","1/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen1","days","2/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen2","g/m^3","3/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen3","g/m^3","4/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen4","g/m^3","5/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen5","g/m^3","6/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ISS2","g/m^3","7/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","PO4","g/m^3","8/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NH4","g/m^3","9/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NO3","g/m^3","10/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM","g/m^3","11/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM","g/m^3","12/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM","g/m^3","13/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM","g/m^3","14/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALG1","g/m^3","15/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","DO","g/m^3","16/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TIC","g/m^3","17/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALK","g/m^3","18/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-P","g/m^3","19/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-P","g/m^3","20/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-P","g/m^3","21/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-P","g/m^3","22/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-N","g/m^3","23/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-N","g/m^3","24/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-N","g/m^3","25/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-N","g/m^3","26/26","cwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Dissolved organic carbon","g/m^3","1/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total organic carbon","g/m^3","2/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total Kheldahl Nitrogen","g/m^3","3/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total nitrogen","g/m^3","4/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total phosphorus","g/m^3","5/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Algal production","g/m^2/day","6/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Chlorophyll a","ug/m^3","7/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Oxygen % Gas Saturation","","8/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","pH","","9/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO2","","10/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","HCO3","","11/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO3","","12/12","dwo_wd3_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 flow","84","QWD","m^3/s","1/1","qwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 temperature","84","T","Celsius","1/1","two_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TDS","g/m^3","1/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen1","days","2/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen2","g/m^3","3/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen3","g/m^3","4/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen4","g/m^3","5/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen5","g/m^3","6/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ISS2","g/m^3","7/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","PO4","g/m^3","8/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NH4","g/m^3","9/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NO3","g/m^3","10/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM","g/m^3","11/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM","g/m^3","12/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM","g/m^3","13/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM","g/m^3","14/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALG1","g/m^3","15/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","DO","g/m^3","16/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TIC","g/m^3","17/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALK","g/m^3","18/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-P","g/m^3","19/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-P","g/m^3","20/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-P","g/m^3","21/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-P","g/m^3","22/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-N","g/m^3","23/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-N","g/m^3","24/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-N","g/m^3","25/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-N","g/m^3","26/26","cwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Dissolved organic carbon","g/m^3","1/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total organic carbon","g/m^3","2/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total Kheldahl Nitrogen","g/m^3","3/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total nitrogen","g/m^3","4/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total phosphorus","g/m^3","5/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Algal production","g/m^2/day","6/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Chlorophyll a","ug/m^3","7/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Oxygen % Gas Saturation","","8/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","pH","","9/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO2","","10/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","HCO3","","11/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO3","","12/12","dwo_wd4_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 flow","84","QWD","m^3/s","1/1","qwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 temperature","84","T","Celsius","1/1","two_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TDS","g/m^3","1/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen1","days","2/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen2","g/m^3","3/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen3","g/m^3","4/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen4","g/m^3","5/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","Gen5","g/m^3","6/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ISS2","g/m^3","7/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","PO4","g/m^3","8/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NH4","g/m^3","9/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","NO3","g/m^3","10/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM","g/m^3","11/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM","g/m^3","12/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM","g/m^3","13/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM","g/m^3","14/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALG1","g/m^3","15/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","DO","g/m^3","16/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","TIC","g/m^3","17/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","ALK","g/m^3","18/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-P","g/m^3","19/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-P","g/m^3","20/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-P","g/m^3","21/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-P","g/m^3","22/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LDOM-N","g/m^3","23/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RDOM-N","g/m^3","24/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","LPOM-N","g/m^3","25/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 constituents","84","RPOM-N","g/m^3","26/26","cwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Dissolved organic carbon","g/m^3","1/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total organic carbon","g/m^3","2/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total Kheldahl Nitrogen","g/m^3","3/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total nitrogen","g/m^3","4/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Total phosphorus","g/m^3","5/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Algal production","g/m^2/day","6/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Chlorophyll a","ug/m^3","7/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","Oxygen % Gas Saturation","","8/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","pH","","9/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO2","","10/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","HCO3","","11/12","dwo_wd5_seg84.opt",    0.100000
"WITHDRAWAL AT SEG84 derived constituents","84","CO3","","12/12","dwo_wd5_seg84.opt",    0.100000
