$ QGT_CHJ_2011_2015_daily_DSS-scaled.csv based on GDACS spill ratios in  QGT_CHJ_2011_2015_daily_ave.csv ; all outlets scaled to total flow from CHIEF JOSEPH_OUTFLOW.csv
#Units in cubic meters per second; Julian Day 1 is 1899-12-31; The following days have missing data chunks 41604 that are  2 days long
"JDAY","POW","SPB","MISC"
1812.000000,2425.697,0,0
1813.000000,2878.859,0,0
1814.000000,2736.414,0,0
1815.000000,2569.955,0,0
1816.000000,2160.193,0,0
1817.000000,2449.483,0,0
1818.000000,2514.245,0,0
1819.000000,2242.353,0,0
1820.000000,1676.921,0,0
1821.000000,2330.802,0,0
1822.000000,2681.754,0,0
1823.000000,2289.64,0,0
1824.000000,2914.018,0,0
1825.000000,3055.999,0,0
1826.000000,2690.714,0,0
1827.000000,2493.526,0,0
