$Grand Coulee Dam Outflow Temperature,
 ,
JDAY,TWO
1506.958450,3.11
1507.000120,3.11
1507.041790,3.11
1507.083450,3.11
1507.125120,3.11
1507.166790,3.11
1507.208450,3.11
1507.250120,3.11
1507.291790,3.11
1507.333450,3.11
1507.375120,3.11
1507.416790,3.11
1507.458450,3.12
1507.500120,3.13
1507.541790,3.14
1507.583450,3.14
1507.625120,3.14
1507.666790,3.14
1507.708450,3.15
1507.750120,3.14
1507.791790,3.14
1507.833450,3.14
1507.875120,3.14
1507.916790,3.14
1507.958450,3.14
1508.000120,3.14
1508.041790,3.14
1508.083450,3.14
1508.125120,3.14
1508.166790,3.14
1508.208450,3.14
1508.250120,3.13
1508.291790,3.13
1508.333450,3.13
1508.375120,3.13
1508.416790,3.14
1508.458450,3.15
1508.500120,3.15
1508.541790,3.16
1508.583450,3.16
1508.625120,3.17
1508.666790,3.17
1508.708450,3.17
1508.750120,3.17
1508.791790,3.17
1508.833450,3.17
1508.875120,3.17
1508.916790,3.17
1508.958450,3.17
1509.000120,3.17
1509.041790,3.16
1509.083450,3.16
1509.125120,3.16
1509.166790,3.16
1509.208450,3.16
1509.250120,3.16
1509.291790,3.16
1509.333450,3.16
1509.375120,3.16
1509.416790,3.16
1509.458450,3.17
1509.500120,3.17
1509.541790,3.18
1509.583450,3.18
1509.625120,3.19
1509.666790,3.19
1509.708450,3.19
1509.750120,3.19
1509.791790,3.19
1509.833450,3.19
1509.875120,3.19
1509.916790,3.19
1509.958450,3.19
1510.000120,3.19
1510.041790,3.19
1510.083450,3.19
1510.125120,3.19
1510.166790,3.19
1510.208450,3.19
1510.250120,3.19
1510.291790,3.19
1510.333450,3.18
1510.375120,3.18
1510.416790,3.18
1510.458450,3.19
1510.500120,3.19
1510.541790,3.2
1510.583450,3.2
1510.625120,3.21
1510.666790,3.21
1510.708450,3.21
1510.750120,3.21
1510.791790,3.21
1510.833450,3.22
1510.875120,3.22
1510.916790,3.22
1510.958450,3.22
1511.000120,3.21
1511.041790,3.21
1511.083450,3.21
1511.125120,3.21
1511.166790,3.21
1511.208450,3.21
1511.250120,3.2
1511.291790,3.21
1511.333450,3.21
1511.375120,3.21
1511.416790,3.21
1511.458450,3.21
1511.500120,3.22
1511.541790,3.22
1511.583450,3.22
1511.625120,3.23
1511.666790,3.23
1511.708450,3.23
1511.750120,3.23
1511.791790,3.23
1511.833450,3.23
1511.875120,3.23
1511.916790,3.23
1511.958450,3.23
1512.000120,3.22
1512.041790,3.22
1512.083450,3.22
1512.125120,3.22
1512.166790,3.22
1512.208450,3.22
1512.250120,3.22
1512.291790,3.22
1512.333450,3.22
1512.375120,3.22
1512.416790,3.22
1512.458450,3.23
1512.500120,3.23
1512.541790,3.24
1512.583450,3.24
1512.625120,3.25
1512.666790,3.25
1512.708450,3.25
1512.750120,3.25
1512.791790,3.25
1512.833450,3.25
1512.875120,3.25
1512.916790,3.25
1512.958450,3.25
1513.000120,3.25
1513.041790,3.25
1513.083450,3.25
1513.125120,3.25
1513.166790,3.25
1513.208450,3.25
1513.250120,3.25
1513.291790,3.25
1513.333450,3.25
1513.375120,3.25
1513.416790,3.26
1513.458450,3.27
1513.500120,3.27
1513.541790,3.28
1513.583450,3.28
1513.625120,3.28
1513.666790,3.28
1513.708450,3.28
1513.750120,3.28
1513.791790,3.28
1513.833450,3.28
1513.875120,3.28
1513.916790,3.28
1513.958450,3.28
1514.000120,3.28
1514.041790,3.28
1514.083450,3.28
1514.125120,3.28
1514.166790,3.28
1514.208450,3.29
1514.250120,3.29
1514.291790,3.29
1514.333450,3.29
1514.375120,3.29
1514.416790,3.3
1514.458450,3.31
1514.500120,3.32
1514.541790,3.33
1514.583450,3.34
1514.625120,3.35
1514.666790,3.35
1514.708450,3.36
1514.750120,3.36
1514.791790,3.36
1514.833450,3.36
1514.875120,3.36
1514.916790,3.37
1514.958450,3.37
1515.000120,3.37
1515.041790,3.37
1515.083450,3.37
1515.125120,3.37
1515.166790,3.37
1515.208450,3.37
1515.250120,3.38
1515.291790,3.38
1515.333450,3.38
1515.375120,3.38
1515.416790,3.38
1515.458450,3.39
1515.500120,3.4
1515.541790,3.41
1515.583450,3.42
1515.625120,3.43
1515.666790,3.44
1515.708450,3.44
1515.750120,3.44
1515.791790,3.44
1515.833450,3.44
1515.875120,3.44
1515.916790,3.44
1515.958450,3.44
1516.000120,3.44
1516.041790,3.45
1516.083450,3.45
1516.125120,3.45
1516.166790,3.45
1516.208450,3.45
1516.250120,3.45
1516.291790,3.45
1516.333450,3.45
1516.375120,3.45
1516.416790,3.45
1516.458450,3.45
1516.500120,3.46
1516.541790,3.46
1516.583450,3.47
1516.625120,3.48
1516.666790,3.49
1516.708450,3.49
1516.750120,3.49
1516.791790,3.49
1516.833450,3.49
1516.875120,3.49
1516.916790,3.49
1516.958450,3.49
1517.000120,3.49
1517.041790,3.49
1517.083450,3.49
1517.125120,3.48
1517.166790,3.48
1517.208450,3.48
1517.250120,3.48
1517.291790,3.48
1517.333450,3.48
1517.375120,3.48
1517.416790,3.49
1517.458450,3.5
1517.500120,3.51
1517.541790,3.51
1517.583450,3.52
1517.625120,3.53
1517.666790,3.53
1517.708450,3.53
1517.750120,3.54
1517.791790,3.54
1517.833450,3.54
1517.875120,3.54
1517.916790,3.54
1517.958450,3.54
1518.000120,3.54
1518.041790,3.54
1518.083450,3.55
1518.125120,3.55
1518.166790,3.54
1518.208450,3.55
1518.250120,3.55
1518.291790,3.55
1518.333450,3.55
1518.375120,3.55
1518.416790,3.56
1518.458450,3.57
1518.500120,3.58
1518.541790,3.59
1518.583450,3.59
1518.625120,3.6
1518.666790,3.6
1518.708450,3.61
1518.750120,3.61
1518.791790,3.61
1518.833450,3.62
1518.875120,3.62
1518.916790,3.62
1518.958450,3.63
1519.000120,3.63
1519.041790,3.63
1519.083450,3.63
1519.125120,3.64
1519.166790,3.64
1519.208450,3.64
1519.250120,3.64
1519.291790,3.65
1519.333450,3.65
1519.375120,3.66
1519.416790,3.67
1519.458450,3.68
1519.500120,3.69
1519.541790,3.7
1519.583450,3.71
1519.625120,3.72
1519.666790,3.73
1519.708450,3.73
1519.750120,3.74
1519.791790,3.74
1519.833450,3.75
1519.875120,3.75
1519.916790,3.76
1519.958450,3.76
1520.000120,3.77
1520.041790,3.77
1520.083450,3.77
1520.125120,3.78
1520.166790,3.78
1520.208450,3.79
1520.250120,3.79
1520.291790,3.8
1520.333450,3.8
1520.375120,3.81
1520.416790,3.82
1520.458450,3.84
1520.500120,3.85
1520.541790,3.86
1520.583450,3.87
1520.625120,3.88
1520.666790,3.88
1520.708450,3.89
1520.750120,3.89
1520.791790,3.9
1520.833450,3.9
1520.875120,3.91
1520.916790,3.91
1520.958450,3.92
1521.000120,3.92
1521.041790,3.92
1521.083450,3.93
1521.125120,3.94
1521.166790,3.93
1521.208450,3.93
1521.250120,3.94
1521.291790,3.94
1521.333450,3.94
1521.375120,3.95
1521.416790,3.96
1521.458450,3.98
1521.500120,3.99
1521.541790,4
1521.583450,4.02
1521.625120,4.03
1521.666790,4.04
1521.708450,4.05
1521.750120,4.05
1521.791790,4.04
1521.833450,4.04
1521.875120,4.04
1521.916790,4.03
1521.958450,4.03
1522.000120,4.03
1522.041790,4.03
1522.083450,4.03
1522.125120,4.03
1522.166790,4.03
1522.208450,4.03
1522.250120,4.03
1522.291790,4.03
1522.333450,4.03
1522.375120,4.03
1522.416790,4.03
1522.458450,4.04
1522.500120,4.05
1522.541790,4.05
1522.583450,4.06
1522.625120,4.06
1522.666790,4.06
1522.708450,4.06
1522.750120,4.06
1522.791790,4.06
1522.833450,4.06
1522.875120,4.06
1522.916790,4.06
1522.958450,4.06
1523.000120,4.06
1523.041790,4.06
1523.083450,4.06
1523.125120,4.06
1523.166790,4.07
1523.208450,4.07
1523.250120,4.07
1523.291790,4.07
1523.333450,4.08
1523.375120,4.08
1523.416790,4.09
1523.458460,4.1
1523.500120,4.11
1523.541790,4.11
1523.583460,4.12
1523.625120,4.13
1523.666790,4.13
1523.708460,4.13
1523.750120,4.12
1523.791790,4.12
1523.833460,4.12
1523.875120,4.12
1523.916790,4.12
1523.958460,4.12
1524.000120,4.13
1524.041790,4.13
1524.083460,4.13
1524.125120,4.14
1524.166790,4.14
1524.208460,4.14
1524.250120,4.14
1524.291790,4.14
1524.333460,4.14
1524.375120,4.15
1524.416790,4.15
1524.458460,4.16
1524.500120,4.18
1524.541790,4.19
1524.583460,4.21
1524.625120,4.22
1524.666790,4.23
1524.708460,4.23
1524.750120,4.24
1524.791790,4.24
1524.833460,4.23
1524.875120,4.22
1524.916790,4.23
1524.958460,4.22
1525.000120,4.23
1525.041790,4.23
1525.083460,4.23
1525.125120,4.23
1525.166790,4.23
1525.208460,4.24
1525.250120,4.24
1525.291790,4.24
1525.333460,4.24
1525.375120,4.24
1525.416790,4.25
1525.458460,4.26
1525.500120,4.27
1525.541790,4.29
1525.583460,4.3
1525.625120,4.32
1525.666790,4.33
1525.708460,4.33
1525.750120,4.32
1525.791790,4.31
1525.833460,4.31
1525.875120,4.3
1525.916790,4.3
1525.958460,4.29
1526.000120,4.29
1526.041790,4.29
1526.083460,4.29
1526.125120,4.29
1526.166790,4.29
1526.208460,4.29
1526.250120,4.3
1526.291790,4.31
1526.333460,4.3
1526.375120,4.3
1526.416790,4.32
1526.458460,4.33
1526.500120,4.35
1526.541790,4.37
1526.583460,4.38
1526.625120,4.4
1526.666790,4.41
1526.708460,4.43
1526.750120,4.42
1526.791790,4.43
1526.833460,4.42
1526.875120,4.42
1526.916790,4.41
1526.958460,4.41
1527.000120,4.4
1527.041790,4.4
1527.083460,4.4
1527.125120,4.4
1527.166790,4.39
1527.208460,4.39
1527.250120,4.38
1527.291790,4.38
1527.333460,4.38
1527.375120,4.38
1527.416790,4.39
1527.458460,4.39
1527.500120,4.4
1527.541790,4.42
1527.583460,4.43
1527.625120,4.45
1527.666790,4.46
1527.708460,4.47
1527.750120,4.47
1527.791790,4.47
1527.833460,4.47
1527.875120,4.46
1527.916790,4.46
1527.958460,4.46
1528.000120,4.46
1528.041790,4.45
1528.083460,4.45
1528.125120,4.46
1528.166790,4.47
1528.208460,4.47
1528.250120,4.48
1528.291790,4.49
1528.333460,4.49
1528.375120,4.5
1528.416790,4.52
1528.458460,4.53
1528.500120,4.55
1528.541790,4.57
1528.583460,4.6
1528.625120,4.62
1528.666790,4.64
1528.708460,4.66
1528.750120,4.66
1528.791790,4.64
1528.833460,4.62
1528.875120,4.6
1528.916790,4.58
1528.958460,4.57
1529.000120,4.57
1529.041790,4.59
1529.083460,4.61
1529.125120,4.62
1529.166790,4.62
1529.208460,4.65
1529.250120,4.66
1529.291790,4.67
1529.333460,4.68
1529.375120,4.67
1529.416790,4.68
1529.458460,4.69
1529.500120,4.7
1529.541790,4.74
1529.583460,4.75
1529.625120,4.89
1529.666790,4.99
1529.708460,5.01
1529.750120,5.01
1529.791790,5.02
1529.833460,5.01
1529.875120,4.99
1529.916790,4.96
1529.958460,4.93
1530.000120,4.91
1530.041790,4.89
1530.083460,4.92
1530.125120,4.98
1530.166790,4.98
1530.208460,4.97
1530.250120,5
1530.291790,4.99
1530.333460,4.96
1530.375120,4.95
1530.416790,4.92
1530.458460,4.95
1530.500120,4.94
1530.541790,4.97
1530.583460,5
1530.625120,5.04
1530.666790,5.1
1530.708460,5.18
1530.750120,5.21
1530.791790,5.19
1530.833460,5.12
1530.875120,5.05
1530.916790,5.01
1530.958460,4.99
1531.000120,5.03
1531.041790,5.04
1531.083460,5.09
1531.125120,5.16
1531.166790,5.15
1531.208460,5.14
1531.250120,5.15
1531.291790,5.13
1531.333460,5.1
1531.375120,5.09
1531.416790,5.08
1531.458460,5.1
1531.500120,5.11
1531.541790,5.1
1531.583460,5.12
1531.625120,5.15
1531.666790,5.15
1531.708460,5.17
1531.750120,5.15
1531.791790,5.11
1531.833460,5.09
1531.875120,5.05
1531.916790,5.02
1531.958460,5.01
1532.000120,5.05
1532.041790,5.08
1532.083460,5.12
1532.125120,5.1
1532.166790,5.1
1532.208460,5.17
1532.250120,5.2
1532.291790,5.21
1532.333460,5.21
1532.375120,5.21
1532.416790,5.22
1532.458460,5.24
1532.500120,5.27
1532.541790,5.33
1532.583460,5.4
1532.625120,5.47
1532.666790,5.51
1532.708460,5.55
1532.750120,5.54
1532.791790,5.47
1532.833460,5.4
1532.875120,5.33
1532.916790,5.28
1532.958460,5.26
1533.000120,5.22
1533.041790,5.19
1533.083460,5.22
1533.125120,5.24
1533.166790,5.3
1533.208460,5.35
1533.250120,5.44
1533.291790,5.39
1533.333460,5.3
1533.375120,5.25
1533.416790,5.2
1533.458460,5.2
1533.500120,5.23
1533.541790,5.25
1533.583460,5.26
1533.625120,5.29
1533.666790,5.32
1533.708460,5.34
1533.750120,5.39
1533.791790,5.37
1533.833460,5.35
1533.875120,5.31
1533.916790,5.32
1533.958460,5.28
1534.000120,5.23
1534.041790,5.27
1534.083460,5.28
1534.125120,5.26
1534.166790,5.29
1534.208460,5.3
1534.250120,5.38
1534.291790,5.39
1534.333460,5.4
1534.375120,5.42
1534.416790,5.42
1534.458460,5.42
1534.500120,5.43
1534.541790,5.43
1534.583460,5.42
1534.625120,5.4
1534.666790,5.43
1534.708460,5.44
1534.750120,5.38
1534.791790,5.3
1534.833460,5.19
1534.875120,5.07
1534.916790,4.95
1534.958460,4.87
1535.000120,4.8
1535.041790,4.75
1535.083460,4.71
1535.125120,4.68
1535.166790,4.65
1535.208460,4.63
1535.250120,4.62
1535.291790,4.61
1535.333460,4.61
1535.375120,4.61
1535.416790,4.61
1535.458460,4.61
1535.500120,4.6
1535.541790,4.6
1535.583460,4.61
1535.625120,4.6
1535.666790,4.61
1535.708460,4.6
1535.750120,4.6
1535.791790,4.6
1535.833460,4.62
1535.875120,4.61
1535.916790,4.59
1535.958460,4.59
1536.000120,4.59
1536.041790,4.58
1536.083460,4.59
1536.125120,4.59
1536.166790,4.58
1536.208460,4.58
1536.250120,4.58
1536.291790,4.59
1536.333460,4.58
1536.375120,4.58
1536.416790,4.58
1536.458460,4.59
1536.500120,4.6
1536.541790,4.61
1536.583460,4.62
1536.625120,4.62
1536.666790,4.62
1536.708460,4.64
1536.750120,4.66
1536.791790,4.69
1536.833460,4.7
1536.875120,4.7
1536.916790,4.69
1536.958460,4.67
1537.000120,4.67
1537.041790,4.68
1537.083460,4.66
1537.125120,4.71
1537.166790,4.71
1537.208460,4.73
1537.250120,4.74
1537.291790,4.73
1537.333460,4.71
1537.375120,4.69
1537.416790,4.69
1537.458460,4.67
1537.500120,4.67
1537.541790,4.66
1537.583460,4.67
1537.625120,4.67
1537.666790,4.69
1537.708460,4.7
1537.750120,4.72
1537.791790,4.73
1537.833460,4.75
1537.875120,4.74
1537.916790,4.75
1537.958460,4.73
1538.000120,4.76
1538.041790,4.79
1538.083460,4.82
1538.125120,4.84
1538.166790,4.93
1538.208460,4.97
1538.250120,4.98
1538.291790,4.95
1538.333460,4.91
1538.375120,4.88
1538.416790,4.85
1538.458460,4.83
1538.500120,4.85
1538.541790,4.86
1538.583460,4.87
1538.625120,4.85
1538.666790,4.85
1538.708460,4.86
1538.750120,4.86
1538.791790,4.84
1538.833460,4.83
1538.875120,4.81
1538.916790,4.79
1538.958460,4.77
1539.000120,4.77
1539.041790,4.77
1539.083460,4.76
1539.125120,4.77
1539.166790,4.76
1539.208460,4.78
1539.250120,4.79
1539.291790,4.81
1539.333460,4.83
1539.375120,4.85
1539.416790,4.89
1539.458460,4.93
1539.500120,4.97
1539.541790,5.01
1539.583460,5.06
1539.625120,5.08
1539.666790,5.13
1539.708460,5.17
1539.750120,5.19
1539.791790,5.2
1539.833460,5.23
1539.875120,5.23
1539.916790,5.23
1539.958460,5.22
1540.000120,5.27
1540.041790,5.29
1540.083460,5.29
1540.125120,5.28
1540.166790,5.29
1540.208460,5.27
1540.250120,5.23
1540.291790,5.21
1540.333460,5.17
1540.375120,5.13
1540.416790,5.12
1540.458460,5.14
1540.500120,5.19
1540.541790,5.23
1540.583460,5.3
1540.625120,5.36
1540.666790,5.41
1540.708460,5.45
1540.750120,5.52
1540.791790,5.53
1540.833460,5.53
1540.875120,5.54
1540.916790,5.54
1540.958460,5.53
1541.000120,5.51
1541.041790,5.46
1541.083460,5.49
1541.125120,5.5
1541.166790,5.48
1541.208460,5.45
1541.250120,5.45
1541.291790,5.4
1541.333460,5.35
1541.375120,5.35
1541.416790,5.33
1541.458460,5.29
1541.500120,5.25
1541.541790,5.21
1541.583460,5.16
1541.625120,5.1
1541.666790,5.06
1541.708460,5
1541.750120,4.96
1541.791790,4.9
1541.833460,4.83
1541.875120,4.79
1541.916790,4.74
1541.958460,4.7
1542.000120,4.69
1542.041790,4.67
1542.083460,4.65
1542.125120,4.65
1542.166790,4.64
1542.208460,4.64
1542.250120,4.64
1542.291790,4.65
1542.333460,4.66
1542.375120,4.68
1542.416790,4.7
1542.458460,4.72
1542.500120,4.74
1542.541790,4.77
1542.583460,4.78
1542.625120,4.81
1542.666790,4.82
1542.708460,4.84
1542.750120,4.85
1542.791790,4.84
1542.833460,4.85
1542.875120,4.84
1542.916790,4.83
1542.958460,4.81
1543.000120,4.81
1543.041790,4.81
1543.083460,4.83
1543.125120,4.85
1543.166790,4.86
1543.208460,4.85
1543.250120,4.84
1543.291790,4.82
1543.333460,4.82
1543.375120,4.82
1543.416790,4.81
1543.458460,4.79
1543.500120,4.81
1543.541790,4.83
1543.583460,4.84
1543.625120,4.85
1543.666790,4.84
1543.708460,4.83
1543.750120,4.82
1543.791790,4.81
1543.833460,4.8
1543.875120,4.79
1543.916790,4.78
1543.958460,4.78
1544.000120,4.78
1544.041790,4.79
1544.083460,4.8
1544.125120,4.81
1544.166790,4.82
1544.208460,4.84
1544.250120,4.87
1544.291790,4.89
1544.333460,4.92
1544.375120,4.93
1544.416790,4.94
1544.458460,4.93
1544.500120,4.95
1544.541790,4.96
1544.583460,4.98
1544.625120,5.02
1544.666790,5.03
1544.708460,5.03
1544.750120,5.04
1544.791790,5.02
1544.833460,5.01
1544.875120,5.01
1544.916790,5.03
1544.958460,5.05
1545.000120,5.06
1545.041790,5.09
1545.083460,5.12
1545.125120,5.14
1545.166790,5.16
1545.208460,5.16
1545.250120,5.17
1545.291790,5.22
1545.333460,5.22
1545.375120,5.25
1545.416790,5.29
1545.458460,5.31
1545.500120,5.3
1545.541790,5.33
1545.583460,5.33
1545.625120,5.33
1545.666790,5.33
1545.708460,5.33
1545.750120,5.32
1545.791790,5.32
1545.833460,5.29
1545.875120,5.27
1545.916790,5.26
1545.958460,5.25
1546.000120,5.25
1546.041790,5.23
1546.083460,5.23
1546.125120,5.27
1546.166790,5.26
1546.208460,5.24
1546.250120,5.23
1546.291790,5.22
1546.333460,5.23
1546.375120,5.23
1546.416790,5.26
1546.458460,5.28
1546.500120,5.33
1546.541790,5.41
1546.583460,5.49
1546.625120,5.55
1546.666790,5.6
1546.708460,5.62
1546.750120,5.63
1546.791790,5.64
1546.833460,5.62
1546.875120,5.6
1546.916790,5.59
1546.958460,5.58
1547.000120,5.58
1547.041790,5.6
1547.083460,5.62
1547.125120,5.63
1547.166790,5.63
1547.208460,5.65
1547.250120,5.64
1547.291790,5.64
1547.333460,5.65
1547.375120,5.67
1547.416790,5.69
1547.458460,5.7
1547.500120,5.74
1547.541790,5.75
1547.583460,5.78
1547.625120,5.81
1547.666790,5.84
1547.708460,5.87
1547.750120,5.88
1547.791790,5.89
1547.833460,5.88
1547.875120,5.88
1547.916790,5.83
1547.958460,5.75
1548.000120,5.73
1548.041790,5.75
1548.083460,5.69
1548.125120,5.65
1548.166790,5.62
1548.208460,5.62
1548.250120,5.49
1548.291790,5.36
1548.333460,5.23
1548.375120,5.1
1548.416790,5
1548.458460,4.93
1548.500120,4.88
1548.541790,4.84
1548.583460,4.8
1548.625120,4.77
1548.666790,4.76
1548.708460,4.74
1548.750120,4.72
1548.791790,4.71
1548.833460,4.7
1548.875120,4.7
1548.916790,4.69
1548.958460,4.69
1549.000120,4.69
1549.041790,4.7
1549.083460,4.7
1549.125120,4.71
1549.166790,4.73
1549.208460,4.75
1549.250120,4.78
1549.291790,4.8
1549.333460,4.84
1549.375120,4.87
1549.416790,4.92
1549.458460,4.96
1549.500120,5.02
1549.541790,5.09
1549.583460,5.16
1549.625120,5.18
1549.666790,5.23
1549.708460,5.25
1549.750120,5.29
1549.791790,5.3
1549.833460,5.29
1549.875120,5.28
1549.916790,5.25
1549.958460,5.23
1550.000120,5.2
1550.041790,5.19
1550.083460,5.2
1550.125120,5.22
1550.166790,5.27
1550.208460,5.27
1550.250120,5.27
1550.291790,5.25
1550.333460,5.24
1550.375120,5.24
1550.416790,5.26
1550.458460,5.29
1550.500120,5.34
1550.541790,5.39
1550.583460,5.44
1550.625120,5.49
1550.666790,5.52
1550.708460,5.55
1550.750120,5.56
1550.791790,5.57
1550.833460,5.57
1550.875120,5.54
1550.916790,5.52
1550.958460,5.51
1551.000120,5.24
1551.041790,5.3
1551.083460,5.35
1551.125120,5.35
1551.166790,5.37
1551.208460,5.37
1551.250120,5.74
1551.291790,5.81
1551.333460,5.75
1551.375120,5.71
1551.416790,5.69
1551.458460,5.64
1551.500120,5.58
1551.541790,5.52
1551.583460,5.44
1551.625120,5.35
1551.666790,5.25
1551.708460,5.16
1551.750120,5.08
1551.791790,5.01
1551.833460,4.96
1551.875120,4.93
1551.916790,4.91
1551.958460,4.89
1552.000120,4.88
1552.041790,4.89
1552.083460,4.88
1552.125120,4.89
1552.166790,4.9
1552.208460,4.9
1552.250120,4.91
1552.291790,4.92
1552.333460,4.93
1552.375120,4.94
1552.416790,4.95
1552.458460,5
1552.500120,5.04
1552.541790,5.07
1552.583460,5.1
1552.625120,5.13
1552.666790,5.13
1552.708460,5.13
1552.750120,5.13
1552.791790,5.12
1552.833460,5.12
1552.875120,5.13
1552.916790,5.11
1552.958460,5.12
1553.000120,5.1
1553.041790,5.12
1553.083460,5.12
1553.125120,5.12
1553.166790,5.11
1553.208460,5.12
1553.250120,5.14
1553.291790,5.13
1553.333460,5.12
1553.375120,5.12
1553.416790,5.12
1553.458460,5.13
1553.500120,5.14
1553.541790,5.15
1553.583460,5.16
1553.625120,5.16
1553.666790,5.17
1553.708460,5.17
1553.750120,5.16
1553.791790,5.17
1553.833460,5.18
1553.875120,5.19
1553.916790,5.2
1553.958460,5.21
1554.000120,5.22
1554.041790,5.24
1554.083460,5.25
1554.125120,5.27
1554.166790,5.29
1554.208460,5.31
1554.250120,5.32
1554.291790,5.35
1554.333460,5.36
1554.375120,5.4
1554.416790,5.44
1554.458460,5.5
1554.500120,5.56
1554.541790,5.6
1554.583460,5.66
1554.625120,5.73
1554.666790,5.74
1554.708460,5.77
1554.750120,5.8
1554.791790,5.82
1554.833460,5.85
1554.875120,5.84
1554.916790,5.83
1554.958460,5.82
1555.000120,5.81
1555.041790,5.78
1555.083460,5.77
1555.125120,5.76
1555.166790,5.74
1555.208460,5.75
1555.250120,5.75
1555.291790,5.73
1555.333460,5.73
1555.375120,5.71
1555.416790,5.73
1555.458460,5.72
1555.500120,5.72
1555.541790,5.74
1555.583460,5.77
1555.625120,5.76
1555.666790,5.78
1555.708460,5.82
1555.750120,5.87
1555.791790,5.88
1555.833460,5.89
1555.875120,5.91
1555.916790,5.92
1555.958460,5.94
1556.000120,5.94
1556.041790,5.95
1556.083460,5.94
1556.125120,5.93
1556.166790,5.93
1556.208460,5.92
1556.250120,5.91
1556.291790,5.89
1556.333460,5.87
1556.375120,5.87
1556.416790,5.88
1556.458460,5.9
1556.500120,5.92
1556.541790,5.94
1556.583460,5.92
1556.625120,5.91
1556.666790,5.9
1556.708460,5.98
1556.750120,6.01
1556.791790,6.03
1556.833460,6.03
1556.875120,6.01
1556.916790,6
1556.958460,5.95
1557.000120,5.94
1557.041790,5.97
1557.083460,6
1557.125120,6.03
1557.166790,6.04
1557.208460,6.06
1557.250120,6.13
1557.291790,6.14
1557.333460,6.16
1557.375120,6.15
1557.416790,6.17
1557.458460,6.17
1557.500120,6.15
1557.541790,6.15
1557.583460,6.14
1557.625120,6.13
1557.666790,6.12
1557.708460,6.12
1557.750120,6.13
1557.791790,6.12
1557.833460,6.13
1557.875120,6.12
1557.916790,6.08
1557.958460,5.97
1558.000120,5.98
1558.041790,5.97
1558.083460,6
1558.125120,6.02
1558.166790,6.03
1558.208460,6.19
1558.250120,6.26
1558.291790,6.2
1558.333460,6.2
1558.375120,6.2
1558.416790,6.22
1558.458460,6.26
1558.500120,6.29
1558.541790,6.33
1558.583460,6.36
1558.625120,6.37
1558.666790,6.38
1558.708460,6.38
1558.750120,6.36
1558.791790,6.32
1558.833460,6.28
1558.875120,6.24
1558.916790,6.2
1558.958460,6.15
1559.000120,6.1
1559.041790,6.07
1559.083460,6.04
1559.125120,5.98
1559.166790,6.01
1559.208460,6.05
1559.250120,6.07
1559.291790,6.08
1559.333460,6.08
1559.375120,6.09
1559.416790,6.1
1559.458460,6.12
1559.500120,6.14
1559.541790,6.14
1559.583460,6.15
1559.625120,6.16
1559.666790,6.14
1559.708460,6.17
1559.750120,6.14
1559.791790,6.12
1559.833460,6.06
1559.875120,6.02
1559.916790,5.95
1559.958460,5.85
1560.000120,5.86
1560.041790,5.87
1560.083460,5.89
1560.125120,5.9
1560.166790,5.94
1560.208460,5.95
1560.250120,5.93
1560.291790,5.92
1560.333460,5.92
1560.375120,5.96
1560.416790,6.01
1560.458460,6.09
1560.500120,6.18
1560.541790,6.29
1560.583460,6.39
1560.625120,6.47
1560.666790,6.54
1560.708460,6.59
1560.750120,6.66
1560.791790,6.71
1560.833460,6.75
1560.875120,6.76
1560.916790,6.7
1560.958460,6.6
1561.000120,6.63
1561.041790,6.62
1561.083460,6.66
1561.125120,6.6
1561.166790,6.49
1561.208460,6.47
1561.250120,6.46
1561.291790,6.49
1561.333460,6.51
1561.375120,6.57
1561.416790,6.7
1561.458460,6.83
1561.500120,6.97
1561.541790,7.08
1561.583460,7.14
1561.625120,7.19
1561.666790,7.24
1561.708460,7.07
1561.750120,7.07
1561.791790,7.07
1561.833460,7.03
1561.875120,6.99
1561.916790,6.89
1561.958460,6.84
1562.000120,6.73
1562.041790,6.53
1562.083460,6.43
1562.125120,6.39
1562.166790,6.41
1562.208460,6.59
1562.250120,6.63
1562.291790,6.67
1562.333460,6.84
1562.375120,6.87
1562.416790,6.85
1562.458460,6.83
1562.500120,6.87
1562.541790,6.89
1562.583460,6.87
1562.625120,6.82
1562.666790,6.72
1562.708460,6.48
1562.750120,6.41
1562.791790,6.26
1562.833460,6.19
1562.875120,6.04
1562.916790,5.92
1562.958460,5.86
1563.000120,5.78
1563.041790,5.73
1563.083460,5.68
1563.125120,5.65
1563.166790,5.61
1563.208460,5.62
1563.250120,5.59
1563.291790,5.57
1563.333460,5.58
1563.375120,5.58
1563.416790,5.59
1563.458460,5.59
1563.500120,5.59
1563.541790,5.59
1563.583460,5.59
1563.625120,5.58
1563.666790,5.57
1563.708460,5.59
1563.750120,5.56
1563.791790,5.54
1563.833460,5.51
1563.875120,5.5
1563.916790,5.49
1563.958460,5.47
1564.000120,5.48
1564.041790,5.49
1564.083460,5.53
1564.125120,5.57
1564.166790,5.59
1564.208460,5.62
1564.250120,5.64
1564.291790,5.66
1564.333460,5.69
1564.375120,5.71
1564.416790,5.74
1564.458460,5.76
1564.500120,5.8
1564.541790,5.83
1564.583460,5.87
1564.625120,5.91
1564.666790,5.97
1564.708460,6.03
1564.750120,6.1
1564.791790,6.14
1564.833460,6.18
1564.875120,6.21
1564.916790,6.2
1564.958460,6.2
1565.000120,6.24
1565.041790,6.24
1565.083460,6.25
1565.125130,6.32
1565.166790,6.29
