$USGS 12399500 - Columbia River at International Boundary   1/1/2011-12/31/2015,,
,,
JDAY,QIN,
371.104166666664,2197.38522484971,
371.114583333336,2186.05849688657,
371.125,2180.39513290499,
371.135416666664,2174.73176892342,
371.145833333336,2169.06840494185,
371.15625,2166.23672295107,
371.166666666664,2163.40504096028,
371.177083333336,2160.57335896949,
371.1875,2160.57335896949,
371.197916666664,2160.57335896949,
371.208333333336,2157.74167697871,
371.21875,2157.74167697871,
371.229166666664,2154.90999498792,
371.239583333336,2154.90999498792,
371.25,2154.90999498792,
371.260416666664,2180.39513290499,
371.270833333336,2225.70204475757,
371.28125,2237.02877272071,
371.291666666664,2254.01886466542,
371.302083333336,2285.16736656407,
371.3125,2333.30596040742,
371.322916666664,2387.10791823235,
371.333333333336,2443.74155804806,
371.34375,2500.37519786378,
371.354166666664,2551.34547369792,
371.364583333336,2590.98902156892,
371.375,2619.30584147678,
371.385416666664,2644.79097939385,
371.395833333336,2675.93948129249,
371.40625,2704.25630120035,
371.416666666664,2735.40480309899,
371.427083333336,2766.55330499764,
371.4375,2792.03844291471,
371.447916666664,2817.52358083178,
371.458333333336,2831.68199078571,
371.46875,2831.68199078571,
371.479166666664,2828.85030879492,
371.489583333336,2817.52358083178,
371.5,2803.36517087785,
371.510416666664,2792.03844291471,
371.520833333336,2780.71171495156,
371.53125,2769.38498698842,
371.541666666664,2766.55330499764,
371.552083333336,2760.88994101606,
371.5625,2758.05825902528,
371.572916666664,2758.05825902528,
371.583333333336,2758.05825902528,
371.59375,2758.05825902528,
371.604166666664,2758.05825902528,
371.614583333336,2758.05825902528,
371.625,2758.05825902528,
371.635416666664,2769.38498698842,
371.645833333336,2792.03844291471,
371.65625,2820.35526282256,
371.666666666664,2831.68199078571,
371.677083333336,2859.99881069356,
371.6875,2888.31563060142,
371.697916666664,2916.63245050928,
371.708333333336,2916.63245050928,
371.71875,2944.94927041713,
371.729166666664,2944.94927041713,
371.739583333336,2944.94927041713,
371.75,2973.26609032499,
371.760416666664,2973.26609032499,
371.770833333336,2973.26609032499,
371.78125,2944.94927041713,
371.791666666664,2916.63245050928,
371.802083333336,2888.31563060142,
371.8125,2859.99881069356,
371.822916666664,2828.85030879492,
371.833333333336,2809.02853485942,
371.84375,2792.03844291471,
371.854166666664,2777.88003296078,
371.864583333336,2766.55330499764,
371.875,2755.22657703449,
371.885416666664,2749.56321305292,
371.895833333336,2746.73153106214,
371.90625,2743.89984907135,
371.916666666664,2726.90975712664,
