$Spokane River at Long Lake (USGS 12433000)   1/1/2011 - 12/31/2015,,
,,
JDAY,QIN,
1392.9583333,79.28,
1393.9583333,84.95,
1394.9583333,67.96,
1395.9583333,70.79,
1396.9583333,79.28,
1397.9583333,73.62,
1398.9583333,70.79,
1399.9583333,84.95,
1400.9583333,79.28,
1401.9583333,76.45,
1403,70.79,
1404,84.95,
1405,79.28,
1406,73.62,
1407,79.28,
1408,82.11,
1409,73.62,
1410,79.28,
1411,79.28,
1412,76.45,
1413,79.28,
1414,79.28,
1415,79.28,
1416,82.11,
1417,90.61,
1418,84.95,
1419,79.28,
1420,76.45,
1421,79.28,
1422,90.61,
1423,82.11,
1424,79.28,
1425,82.11,
1426,73.62,
1427,79.28,
