$Columbia River At International Boundary (CIBW) water temperature, degrees C (1/1/2011-12/31/2015)
,
JDAY,TIN
766.90625,3.7
766.9166667,3.7
766.9270833,3.7
766.9375,3.7
766.9479167,3.7
766.9583333,3.7
766.96875,3.6
766.9791667,3.7
766.9895833,3.7
767,3.8
767.0104167,3.9
767.0208333,3.8
767.03125,3.9
767.0416667,3.9
767.0520833,4
767.0625,4
767.0729167,4.1
767.0833333,4
767.09375,4.1
767.1041667,4.1
767.1145833,4.1
767.125,4.1
767.1354167,4.1
767.1458333,4.1
767.15625,4.1
767.1666667,4.1
767.1770833,4.1
767.1875,4.1
767.1979167,4.1
767.2083333,4.1
767.21875,4.1
767.2291667,4
767.2395833,4
767.25,4
767.2604167,3.8
767.2708333,3.8
767.28125,3.7
767.2916667,3.7
767.3020833,3.7
767.3125,3.7
767.3229167,3.7
767.3333333,3.7
767.34375,3.7
767.3541667,3.8
767.3645833,3.8
767.375,3.8
767.3854167,3.7
767.3958333,3.7
767.40625,3.7
767.4166667,3.7
767.4270833,3.7
767.4375,3.7
767.4479167,3.7
767.4583333,3.7
767.46875,3.7
767.4791667,3.7
767.4895833,3.8
767.5,3.7
767.5104167,3.7
767.5208333,3.8
767.53125,3.7
767.5416667,3.8
767.5520833,3.8
767.5625,3.8
767.5729167,3.8
767.5833333,3.8
767.59375,3.8
767.6041667,3.8
767.6145833,3.8
767.625,3.8
767.6354167,3.8
767.6458333,3.8
767.65625,3.8
767.6666667,3.8
767.6770833,3.8
767.6875,3.8
767.6979167,3.8
767.7083333,3.8
767.71875,3.8
767.7291667,3.8
767.7395833,3.8
767.75,3.8
767.7604167,3.8
767.7708333,3.8
767.78125,3.8
767.7916667,3.8
767.8020833,3.8
767.8125,3.8
767.8229167,3.8
767.8333333,3.8
767.84375,3.8
767.8541667,3.7
767.8645833,3.8
767.875,3.7
767.8854167,3.8
767.8958333,3.8
767.90625,3.8
767.9166667,3.9
767.9270833,3.9
767.9375,3.9
767.9479167,3.9
767.9583333,3.9
767.96875,3.9
767.9791667,4
767.9895833,4
768,4
768.0104167,4
768.0208333,4
768.03125,4
768.0416667,4
768.0520833,4.1
768.0625,4.1
768.0729167,4.1
768.0833333,4.1
768.09375,4.1
768.1041667,4.1
768.1145833,4.1
768.125,4.1
768.1354167,4.1
768.1458333,4.1
768.15625,4.1
768.1666667,4.1
768.1770833,4.1
768.1875,4.1
768.1979167,4.1
768.2083333,4.1
768.21875,4
768.2291667,3.9
768.2395833,3.9
768.25,3.9
768.2604167,3.9
768.2708333,3.8
768.28125,3.8
768.2916667,3.7
768.3020833,3.8
768.3125,3.7
768.3229167,3.7
768.3333333,3.7
768.34375,3.7
768.3541667,3.7
768.3645833,3.7
768.375,3.7
768.3854167,3.7
768.3958333,3.7
768.40625,3.7
768.4166667,3.7
768.4270833,3.8
768.4375,3.8
768.4479167,3.8
768.4583333,3.8
768.46875,3.8
768.4791667,3.8
768.4895833,3.8
768.5,3.8
768.5104167,3.9
768.5208333,3.8
768.53125,3.9
768.5416667,3.9
768.5520833,3.9
768.5625,3.9
768.5729167,3.9
768.5833333,3.9
768.59375,3.9
768.6041667,3.9
768.6145833,3.9
768.625,3.9
768.6354167,3.9
768.6458333,3.9
768.65625,3.9
768.6666667,3.9
768.6770833,3.9
768.6875,3.9
768.6979167,3.9
768.7083333,3.9
768.71875,3.9
768.7291667,3.9
768.7395833,3.9
768.75,3.9
768.7604167,3.9
768.7708333,3.9
768.78125,3.9
768.7916667,3.9
768.8020833,3.9
768.8125,3.9
768.8229167,3.9
768.8333333,3.9
768.84375,3.9
768.8541667,3.9
768.8645833,3.9
768.875,3.9
768.8854167,3.9
768.8958333,3.9
768.90625,3.9
768.9166667,4
768.9270833,4.1
768.9375,4.1
768.9479167,4.1
768.9583333,4.1
768.96875,4.1
768.9791667,4.1
768.9895833,4.1
769,4.1
769.0104167,4.1
769.0208333,4.1
769.03125,4.1
769.0416667,4.1
769.0520833,4.1
769.0625,4.2
769.0729167,4.2
769.0833333,4.1
769.09375,4.2
769.1041667,4.2
769.1145833,4.2
769.125,4.2
769.1354167,4.1
769.1458333,4.2
769.15625,4.2
769.1666667,4.1
769.1770833,4.1
769.1875,4.1
769.1979167,4.1
769.2083333,4.1
769.21875,4.1
769.2291667,4
769.2395833,3.9
769.25,3.8
769.2604167,3.8
769.2708333,3.8
769.28125,3.8
769.2916667,3.8
769.3020833,3.8
769.3125,3.8
769.3229167,3.8
769.3333333,3.8
769.34375,3.8
769.3541667,3.8
769.3645833,3.8
769.375,3.8
769.3854167,3.8
769.3958333,3.8
769.40625,3.8
769.4166667,3.8
769.4270833,3.8
769.4375,3.8
769.4479167,3.8
769.4583333,3.9
769.46875,3.8
769.4791667,3.8
769.4895833,3.9
769.5,3.9
769.5104167,3.9
769.5208333,3.8
769.53125,3.9
769.5416667,3.8
769.5520833,3.9
769.5625,3.9
769.5729167,3.9
769.5833333,3.9
769.59375,3.9
769.6041667,3.9
769.6145833,3.9
769.625,3.9
769.6354167,3.9
769.6458333,3.9
769.65625,3.9
769.6666667,3.9
769.6770833,3.9
769.6875,3.9
769.6979167,3.9
769.7083333,3.9
769.71875,3.9
769.7291667,3.9
769.7395833,3.9
769.75,3.9
769.7604167,3.9
769.7708333,3.9
769.78125,3.9
769.7916667,4
769.8020833,3.9
769.8125,3.9
769.8229167,3.9
769.8333333,3.9
769.84375,3.9
769.8541667,4
769.8645833,3.9
769.875,4
769.8854167,3.9
769.8958333,3.9
769.90625,4
769.9166667,3.9
769.9270833,4
769.9375,4
769.9479167,4
769.9583333,4
769.96875,3.9
769.9791667,4
769.9895833,4
770,3.9
770.0104167,4
770.0208333,4
770.03125,4
770.0416667,4.1
770.0520833,4.2
770.0625,4.2
770.0729167,4.2
770.0833333,4.2
770.09375,4.2
770.1041667,4.2
770.1145833,4.2
770.125,4.2
770.1354167,4.2
770.1458333,4.2
770.15625,4.2
770.1666667,4.2
770.1770833,4.2
770.1875,4.2
770.1979167,4.2
770.2083333,4.2
770.21875,4.2
770.2291667,4.2
770.2395833,4.2
770.25,4.2
770.2604167,4.2
770.2708333,4.2
770.28125,4.2
770.2916667,4.1
770.3020833,4
770.3125,3.9
770.3229167,3.9
770.3333333,3.9
770.34375,3.9
770.3541667,3.9
770.3645833,3.9
770.375,3.9
770.3854167,3.9
770.3958333,3.9
770.40625,3.9
770.4166667,3.9
770.4270833,3.9
770.4375,3.9
770.4479167,3.9
770.4583333,3.9
770.46875,3.9
770.4791667,4
770.4895833,3.9
770.5,4
770.5104167,4
770.5208333,4
770.53125,4
770.5416667,4
770.5520833,4
770.5625,4
770.5729167,4
770.5833333,4
770.59375,4
770.6041667,4
770.6145833,4
770.625,4
770.6354167,4
770.6458333,4
770.65625,4
770.6666667,4
770.6770833,4
770.6875,4
770.6979167,4
770.7083333,4
770.71875,4
770.7291667,4
770.7395833,4
770.75,4
770.7604167,4.1
770.7708333,4
770.78125,4
770.7916667,4
770.8020833,4
770.8125,4
770.8229167,4
770.8333333,4
770.84375,3.9
770.8541667,4
770.8645833,3.9
770.875,3.9
770.8854167,3.9
770.8958333,3.9
770.90625,3.9
770.9166667,3.9
770.9270833,3.9
770.9375,3.9
770.9479167,3.9
770.9583333,3.9
770.96875,4
770.9791667,4
770.9895833,4
771,4
771.0104167,4
771.0208333,4
771.03125,3.9
771.0416667,4
771.0520833,4
771.0625,4
771.0729167,4.1
771.0833333,4.1
771.09375,4.1
771.1041667,4.1
771.1145833,4.1
771.125,4.1
771.1354167,4.1
771.1458333,4.1
771.15625,4.1
771.1666667,4.1
771.1770833,4.1
771.1875,4.1
771.1979167,4.1
771.2083333,4
771.21875,4
771.2291667,4.1
771.2395833,4
771.25,3.9
771.2604167,3.8
771.2708333,3.8
771.28125,3.8
771.2916667,3.8
771.3020833,3.8
771.3125,3.8
771.3229167,3.8
771.3333333,3.8
771.34375,3.8
771.3541667,3.8
771.3645833,3.8
771.375,3.8
771.3854167,3.8
771.3958333,3.8
771.40625,3.8
771.4166667,3.8
771.4270833,3.8
771.4375,3.8
771.4479167,3.8
771.4583333,3.8
771.46875,3.9
771.4791667,3.8
771.4895833,3.9
771.5,3.9
771.5104167,3.9
771.5208333,3.9
771.53125,3.9
771.5416667,3.9
771.5520833,3.9
771.5625,3.9
771.5729167,3.9
771.5833333,3.9
771.59375,4
771.6041667,4
771.6145833,4.1
771.625,4.1
771.6354167,4.1
771.6458333,4.1
771.65625,4.1
771.6666667,4.1
771.6770833,4.1
771.6875,4.1
771.6979167,4
771.7083333,4.1
771.71875,4
771.7291667,4
771.7395833,4
771.75,4
771.7604167,4
771.7708333,4
771.78125,4
771.7916667,4
771.8020833,3.9
771.8125,3.9
771.8229167,3.9
771.8333333,3.9
771.84375,3.9
771.8541667,3.9
771.8645833,3.9
771.875,3.9
771.8854167,3.9
771.8958333,3.8
771.90625,3.8
771.9166667,3.9
771.9270833,3.9
771.9375,3.9
771.9479167,3.9
771.9583333,3.9
771.96875,3.8
771.9791667,3.9
771.9895833,3.8
772,3.9
772.0104167,3.9
772.0208333,3.9
772.03125,3.9
772.0416667,3.9
772.0520833,3.9
772.0625,3.9
772.0729167,3.9
772.0833333,3.9
772.09375,3.9
772.1041667,4
772.1145833,4
772.125,4
772.1354167,4
772.1458333,4
772.15625,3.9
772.1666667,3.9
772.1770833,3.9
772.1875,3.9
772.1979167,3.9
772.2083333,3.9
772.21875,3.9
772.2291667,3.9
772.2395833,3.9
772.25,3.9
772.2604167,3.9
772.2708333,3.9
772.28125,3.9
772.2916667,3.9
772.3020833,3.9
772.3125,3.9
772.3229167,3.9
772.3333333,3.9
772.34375,3.9
772.3541667,3.9
772.3645833,3.9
772.375,3.9
772.3854167,3.8
772.3958333,3.8
772.40625,3.8
772.4166667,3.8
772.4270833,3.8
772.4375,3.8
772.4479167,3.8
772.4583333,3.8
772.46875,3.9
772.4791667,3.9
772.4895833,3.9
772.5,3.9
772.5104167,4
772.5208333,4
772.53125,4
772.5416667,4.1
772.5520833,4.1
772.5625,4.2
772.5729167,4.2
772.5833333,4.2
772.59375,4.2
772.6041667,4.2
772.6145833,4.2
772.625,4.2
772.6354167,4.2
772.6458333,4.2
772.65625,4.2
772.6666667,4.2
772.6770833,4.2
772.6875,4.2
772.6979167,4.2
772.7083333,4.1
772.71875,4
772.7291667,3.9
772.7395833,3.9
772.75,3.9
772.7604167,3.9
772.7708333,3.9
772.78125,4
772.7916667,3.9
772.8020833,3.9
772.8125,4
772.8229167,3.9
772.8333333,3.9
772.84375,3.9
772.8541667,3.9
772.8645833,3.9
772.875,3.9
772.8854167,3.9
772.8958333,3.9
772.90625,3.9
772.9166667,3.9
772.9270833,3.9
772.9375,3.9
772.9479167,3.9
772.9583333,3.9
772.96875,3.9
772.9791667,4
772.9895833,3.9
773,3.9
773.0104167,3.9
773.0208333,3.9
773.03125,3.9
773.0416667,3.9
773.0520833,3.9
773.0625,3.9
773.0729167,3.9
773.0833333,3.9
773.09375,4
773.1041667,4
773.1145833,4
773.125,3.9
773.1354167,4
773.1458333,3.9
773.15625,3.9
773.1666667,3.9
773.1770833,3.9
773.1875,3.9
773.1979167,3.9
773.2083333,3.9
773.21875,3.9
773.2291667,3.9
773.2395833,3.9
773.25,3.9
773.2604167,3.9
773.2708333,3.9
773.28125,3.9
773.2916667,3.9
773.3020833,3.9
773.3125,3.9
773.3229167,3.9
773.3333333,3.8
773.34375,3.8
773.3541667,3.8
773.3645833,3.8
773.375,3.8
773.3854167,3.8
773.3958333,3.8
773.40625,3.8
773.4166667,3.8
773.4270833,3.8
773.4375,3.8
773.4479167,3.8
773.4583333,3.8
773.46875,3.8
773.4791667,3.8
773.4895833,3.8
773.5,3.8
773.5104167,3.8
773.5208333,3.8
773.53125,3.8
773.5416667,3.8
773.5520833,3.8
773.5625,3.8
773.5729167,3.8
773.5833333,3.8
773.59375,3.8
773.6041667,3.8
773.6145833,3.8
773.625,3.9
773.6354167,3.8
773.6458333,3.8
773.65625,3.8
773.6666667,3.8
773.6770833,3.8
773.6875,3.8
773.6979167,3.8
773.7083333,3.8
773.71875,3.8
773.7291667,3.8
773.7395833,3.9
773.75,3.8
773.7604167,3.8
773.7708333,3.8
773.78125,3.8
773.7916667,3.8
773.8020833,3.9
773.8125,3.9
773.8229167,3.9
773.8333333,3.8
773.84375,3.9
773.8541667,3.8
773.8645833,3.9
773.875,3.8
773.8854167,3.9
773.8958333,3.9
773.90625,3.9
773.9166667,3.9
773.9270833,4
773.9375,4
773.9479167,4
773.9583333,4
773.96875,4
773.9791667,4
773.9895833,4
774,4
774.0104167,4
774.0208333,4
774.03125,4.1
774.0416667,4
774.0520833,4
774.0625,4
774.0729167,4
774.0833333,4
774.09375,4
774.1041667,4
774.1145833,4
774.125,4
774.1354167,4
774.1458333,4
774.15625,4
774.1666667,4
774.1770833,4
774.1875,4
774.1979167,4
774.2083333,4
774.21875,4
774.2291667,4
774.2395833,4
774.25,3.9
774.2604167,3.9
774.2708333,3.9
774.28125,3.9
774.2916667,3.9
774.3020833,3.9
774.3125,3.9
774.3229167,3.9
774.3333333,3.9
774.34375,3.8
774.3541667,3.8
774.3645833,3.8
774.375,3.8
774.3854167,3.8
774.3958333,3.8
774.40625,3.8
774.4166667,3.8
774.4270833,3.8
774.4375,3.8
774.4479167,3.8
774.4583333,3.8
774.46875,3.8
774.4791667,3.8
774.4895833,3.8
774.5,3.9
774.5104167,3.8
774.5208333,3.8
774.53125,3.9
774.5416667,3.9
774.5520833,3.9
774.5625,3.9
774.5729167,3.9
774.5833333,3.9
774.59375,3.9
774.6041667,3.9
774.6145833,3.9
774.625,3.9
774.6354167,3.9
774.6458333,3.9
774.65625,3.9
774.6666667,3.9
774.6770833,3.9
774.6875,3.9
774.6979167,3.9
774.7083333,3.9
774.71875,3.9
774.7291667,3.9
774.7395833,3.9
774.75,3.9
774.7604167,3.9
774.7708333,3.9
774.78125,3.9
774.7916667,3.9
774.8020833,3.9
774.8125,3.9
774.8229167,3.9
774.8333333,3.9
774.84375,3.9
774.8541667,4
774.8645833,3.9
774.875,3.9
774.8854167,3.9
774.8958333,4
774.90625,4
774.9166667,4
774.9270833,3.9
774.9375,3.9
774.9479167,4
774.9583333,4
774.96875,4
774.9791667,4
774.9895833,4
775,4
775.0104167,4
775.0208333,4.1
775.03125,4.1
775.0416667,4.1
775.0520833,4.1
775.0625,4.1
775.0729167,4.1
775.0833333,4.1
775.09375,4.1
775.1041667,4.1
775.1145833,4.1
775.125,4.1
775.1354167,4.1
775.1458333,4.1
775.15625,4.1
775.1666667,4.1
775.1770833,4.1
775.1875,4.1
775.1979167,4.1
775.2083333,4
775.21875,4
775.2291667,4
775.2395833,4
775.25,4
775.2604167,3.9
775.2708333,3.9
775.28125,3.8
775.2916667,3.9
775.3020833,3.8
775.3125,3.8
775.3229167,3.8
775.3333333,3.8
775.34375,3.7
775.3541667,3.8
775.3645833,3.8
775.375,3.8
775.3854167,3.8
775.3958333,3.8
775.40625,3.8
775.4166667,3.8
775.4270833,3.8
775.4375,3.8
775.4479167,3.8
775.4583333,3.8
775.46875,3.8
775.4791667,3.9
775.4895833,3.9
775.5,3.9
775.5104167,3.9
775.5208333,3.9
775.53125,3.9
775.5416667,4
775.5520833,4
775.5625,4
775.5729167,4
775.5833333,4
775.59375,4
775.6041667,4
775.6145833,4
775.625,4
775.6354167,4
775.6458333,4
775.65625,4
775.6666667,4
775.6770833,4
775.6875,4
775.6979167,3.9
775.7083333,4
775.71875,3.9
775.7291667,3.9
775.7395833,4
775.75,4
775.7604167,3.9
775.7708333,4
775.78125,4
775.7916667,4
775.8020833,4
775.8125,4
775.8229167,4
775.8333333,4
775.84375,4
775.8541667,4
775.8645833,4
775.875,4
775.8854167,4
775.8958333,4
775.90625,4
775.9166667,4
775.9270833,4
775.9375,4
775.9479167,4
775.9583333,4
775.96875,4
775.9791667,4
775.9895833,4
776,4
776.0104167,4
776.0208333,4
776.03125,4.1
776.0416667,4.1
776.0520833,4.1
776.0625,4.1
776.0729167,4.1
776.0833333,4.1
776.09375,4.1
776.1041667,4.1
776.1145833,4.1
776.125,4.1
776.1354167,4.1
776.1458333,4.1
776.15625,4.1
776.1666667,4.1
776.1770833,4.1
776.1875,4.1
776.1979167,4.1
776.2083333,4.1
776.21875,4.1
776.2291667,4.1
776.2395833,4.1
776.25,4
776.2604167,4
776.2708333,4
776.28125,4
776.2916667,3.9
776.3020833,3.8
776.3125,3.8
776.3229167,3.8
776.3333333,3.8
776.34375,3.8
776.3541667,3.8
776.3645833,3.8
776.375,3.8
776.3854167,3.8
776.3958333,3.8
776.40625,3.8
776.4166667,3.8
776.4270833,3.8
776.4375,3.8
776.4479167,3.8
776.4583333,3.8
776.46875,3.9
776.4791667,3.9
776.4895833,3.9
776.5,3.9
776.5104167,3.9
776.5208333,3.9
776.53125,4
776.5416667,4
776.5520833,4
776.5625,4
776.5729167,4
776.5833333,4
776.59375,4
776.6041667,4
776.6145833,4.1
776.625,4.1
776.6354167,4.1
776.6458333,4.1
776.65625,4.1
776.6666667,4.1
776.6770833,4
776.6875,4.1
776.6979167,4
776.7083333,4.1
776.71875,4.1
776.7291667,4
776.7395833,4
776.75,4
776.7604167,4
776.7708333,4
776.78125,4
776.7916667,4
776.8020833,4
776.8125,4
776.8229167,4
776.8333333,4
776.84375,4
776.8541667,4
776.8645833,4
776.875,4
776.8854167,4
776.8958333,4
776.90625,4.1
776.9166667,4
776.9270833,4.1
776.9375,4.1
776.9479167,4.1
776.9583333,4.2
776.96875,4.2
776.9791667,4.2
776.9895833,4.2
777,4.2
777.0104167,4.1
777.0208333,4.1
777.03125,4.1
777.0416667,4.1
777.0520833,4.1
777.0625,4.1
777.0729167,4.1
777.0833333,4.1
777.09375,4.1
777.1041667,4.1
777.1145833,4.1
777.125,4.1
777.1354167,4.1
777.1458333,4.1
777.15625,4.1
777.1666667,4.1
777.1770833,4.1
777.1875,4.1
777.1979167,4.1
777.2083333,4.1
777.21875,4.1
777.2291667,4
777.2395833,4
777.25,4
777.2604167,4
777.2708333,3.9
777.28125,3.9
777.2916667,3.8
777.3020833,3.8
777.3125,3.8
777.3229167,3.8
777.3333333,3.8
777.34375,3.8
777.3541667,3.8
777.3645833,3.8
777.375,3.8
777.3854167,3.8
777.3958333,3.8
777.40625,3.8
777.4166667,3.9
777.4270833,3.8
777.4375,3.8
777.4479167,3.9
777.4583333,3.9
777.46875,3.9
777.4791667,3.9
777.4895833,3.9
777.5,4
777.5104167,4
777.5208333,4
777.53125,4
777.5416667,4
777.5520833,4
777.5625,4
777.5729167,4.1
777.5833333,4
777.59375,4.1
777.6041667,4.1
777.6145833,4.1
777.625,4.1
777.6354167,4
777.6458333,4.1
777.65625,4.1
777.6666667,4.1
777.6770833,4.1
777.6875,4
777.6979167,4
777.7083333,4
777.71875,4
777.7291667,4
777.7395833,4
777.75,4
777.7604167,4
777.7708333,4
777.78125,4
777.7916667,4
777.8020833,4
777.8125,4
777.8229167,4
777.8333333,4
777.84375,4
777.8541667,4
777.8645833,4
777.875,4
777.8854167,4
777.8958333,4
777.90625,4
777.9166667,4
777.9270833,4
777.9375,4
777.9479167,4
777.9583333,4
777.96875,4
777.9791667,4
777.9895833,4
778,3.9
778.0104167,3.9
778.0208333,4
778.03125,4
778.0416667,4
778.0520833,4
778.0625,4
778.0729167,4
778.0833333,4
778.09375,4
778.1041667,4
778.1145833,4
778.125,4
778.1354167,4
778.1458333,4
778.15625,4
778.1666667,4
778.1770833,4
778.1875,4
778.1979167,4
778.2083333,4
778.21875,4
778.2291667,4
778.2395833,4
778.25,4
778.2604167,4
778.2708333,4
778.28125,4
778.2916667,4
778.3020833,4
778.3125,4
778.3229167,4
778.3333333,4
778.34375,4
778.3541667,4
778.3645833,4
778.375,3.9
778.3854167,3.9
778.3958333,3.9
778.40625,3.9
778.4166667,3.8
778.4270833,3.9
778.4375,3.9
778.4479167,3.9
778.4583333,3.9
778.46875,3.9
778.4791667,3.9
778.4895833,3.9
778.5,3.9
778.5104167,3.9
778.5208333,3.9
778.53125,4
778.5416667,3.9
778.5520833,3.9
778.5625,3.9
778.5729167,3.9
778.5833333,3.9
778.59375,3.9
778.6041667,3.9
778.6145833,3.9
778.625,3.9
778.6354167,3.9
778.6458333,3.9
778.65625,3.9
778.6666667,3.9
778.6770833,3.9
778.6875,3.9
778.6979167,3.9
778.7083333,3.9
778.71875,3.9
778.7291667,3.9
778.7395833,3.9
778.75,3.9
778.7604167,3.9
778.7708333,3.9
778.78125,3.8
778.7916667,3.8
778.8020833,3.8
778.8125,3.8
778.8229167,3.9
778.8333333,3.8
778.84375,3.9
778.8541667,4
778.8645833,4
778.875,4
778.8854167,4
778.8958333,4
778.90625,4
778.9166667,4
778.9270833,4
778.9375,4
778.9479167,4
778.9583333,4
778.96875,4
778.9791667,4
778.9895833,4
779,4
779.0104167,4
779.0208333,4
779.03125,4
779.0416667,4
779.0520833,4
779.0625,4
779.0729167,4
779.0833333,4
779.09375,4
779.1041667,4
779.1145833,4
779.125,4
779.1354167,4
779.1458333,4
779.15625,4
779.1666667,4
779.1770833,4
779.1875,4
779.1979167,4
779.2083333,4
779.21875,4
779.2291667,4
779.2395833,4
779.25,4
779.2604167,4
779.2708333,4
779.28125,4
779.2916667,4
779.3020833,3.9
779.3125,3.9
779.3229167,3.8
779.3333333,3.8
779.34375,3.8
779.3541667,3.8
779.3645833,3.8
779.375,3.8
779.3854167,3.8
779.3958333,3.8
779.40625,3.7
779.4166667,3.8
779.4270833,3.8
779.4375,3.8
779.4479167,3.8
779.4583333,3.8
779.46875,3.8
779.4791667,3.8
779.4895833,3.9
779.5,3.9
779.5104167,3.9
779.5208333,3.9
779.53125,3.9
779.5416667,3.9
779.5520833,4
779.5625,4
779.5729167,3.9
779.5833333,3.9
779.59375,3.9
779.6041667,4
779.6145833,4
779.625,4
779.6354167,4
779.6458333,4
779.65625,3.9
779.6666667,3.9
779.6770833,3.9
779.6875,3.9
779.6979167,3.9
779.7083333,3.9
779.71875,3.9
779.7291667,3.9
779.7395833,3.9
779.75,3.9
779.7604167,3.9
779.7708333,3.9
779.78125,3.8
779.7916667,3.9
779.8020833,3.9
779.8125,3.8
779.8229167,3.8
779.8333333,3.9
779.84375,3.9
779.8541667,3.8
779.8645833,3.8
779.875,3.9
779.8854167,3.8
779.8958333,3.8
779.90625,3.8
779.9166667,3.8
779.9270833,3.8
779.9375,3.8
779.9479167,3.8
779.9583333,3.8
779.96875,3.8
779.9791667,3.8
779.9895833,3.8
780,3.8
780.0104167,3.8
780.0208333,3.8
780.03125,3.8
780.0416667,3.8
780.0520833,3.8
780.0625,3.9
780.0729167,3.9
780.0833333,3.9
780.09375,3.9
780.1041667,4
780.1145833,4
780.125,4
780.1354167,3.9
780.1458333,3.9
780.15625,3.9
780.1666667,3.9
780.1770833,3.9
780.1875,3.9
780.1979167,3.9
780.2083333,3.9
780.21875,3.9
780.2291667,3.9
780.2395833,3.9
780.25,3.9
780.2604167,3.9
780.2708333,3.8
780.28125,3.7
780.2916667,3.7
780.3020833,3.7
780.3125,3.6
780.3229167,3.6
780.3333333,3.6
780.34375,3.6
780.3541667,3.6
780.3645833,3.6
780.375,3.6
780.3854167,3.7
780.3958333,3.6
780.40625,3.6
780.4166667,3.6
780.4270833,3.6
780.4375,3.6
780.4479167,3.7
780.4583333,3.7
780.46875,3.7
780.4791667,3.7
780.4895833,3.7
780.5,3.7
780.5104167,3.7
780.5208333,3.7
780.53125,3.8
780.5416667,3.8
780.5520833,3.8
780.5625,3.8
780.5729167,3.8
780.5833333,3.8
780.59375,3.8
780.6041667,3.8
780.6145833,3.8
780.625,3.8
780.6354167,3.8
780.6458333,3.8
780.65625,3.8
780.6666667,3.8
780.6770833,3.8
780.6875,3.8
780.6979167,3.8
780.7083333,3.8
780.71875,3.8
780.7291667,3.8
780.7395833,3.8
780.75,3.8
780.7604167,3.8
780.7708333,3.8
780.78125,3.8
780.7916667,3.8
780.8020833,3.8
780.8125,3.8
780.8229167,3.8
780.8333333,3.8
780.84375,3.8
780.8541667,3.8
780.8645833,3.8
780.875,3.8
780.8854167,3.8
780.8958333,3.8
780.90625,3.8
780.9166667,3.8
780.9270833,3.8
780.9375,3.8
780.9479167,3.9
780.9583333,3.9
780.96875,3.9
780.9791667,3.9
780.9895833,3.9
781,3.9
781.0104167,4
781.0208333,4
781.03125,4
781.0416667,4
781.0520833,4
781.0625,4
781.0729167,4
781.0833333,4
781.09375,4
781.1041667,4
781.1145833,4
781.125,4
781.1354167,4
781.1458333,4
781.15625,4
781.1666667,4
781.1770833,3.9
781.1875,3.9
781.1979167,3.9
781.2083333,3.9
781.21875,3.9
781.2291667,3.9
781.2395833,3.9
781.25,3.9
781.2604167,3.9
781.2708333,3.9
781.28125,3.9
781.2916667,3.8
781.3020833,3.8
781.3125,3.7
781.3229167,3.7
781.3333333,3.7
781.34375,3.7
781.3541667,3.7
781.3645833,3.7
781.375,3.7
781.3854167,3.8
800.9791667,4.2
800.9895833,4.2
801,4.2
801.0104167,4.2
801.0208333,4.2
801.03125,4.2
801.0416667,4.2
801.0520833,4.2
801.0625,4.1
801.0729167,4.2
801.0833333,4.1
801.09375,4.1
801.1041667,4.2
801.1145833,4.2
801.125,4.1
801.1354167,4.1
801.1458333,4.1
801.15625,4.1
801.1666667,4.1
801.1770833,4.1
801.1875,4.1
801.1979167,4.1
801.2083333,4
801.21875,4
801.2291667,4
801.2395833,4
801.25,4
801.2604167,4
801.2708333,4
801.28125,4
801.2916667,4
801.3020833,4
801.3125,4
801.3229167,4
801.3333333,4
801.34375,4
801.3541667,3.9
801.3645833,4
801.375,4
801.3854167,4
801.3958333,4
801.40625,4
801.4166667,4
801.4270833,4
801.4375,4.1
801.4479167,4.1
801.4583333,4.1
801.46875,4.2
801.4791667,4.2
801.4895833,4.2
801.5,4.2
801.5104167,4.2
801.5208333,4.2
801.53125,4.3
801.5416667,4.3
801.5520833,4.3
801.5625,4.3
801.5729167,4.2
801.5833333,4.3
801.59375,4.3
801.6041667,4.3
801.6145833,4.4
801.625,4.3
801.6354167,4.4
801.6458333,4.3
801.65625,4.4
801.6666667,4.3
801.6770833,4.3
801.6875,4.3
801.6979167,4.3
801.7083333,4.3
801.71875,4.3
801.7291667,4.3
801.7395833,4.3
801.75,4.3
801.7604167,4.3
801.7708333,4.3
801.78125,4.3
801.7916667,4.3
801.8020833,4.3
801.8125,4.3
801.8229167,4.3
801.8333333,4.3
801.84375,4.3
801.8541667,4.3
801.8645833,4.3
801.875,4.3
801.8854167,4.3
801.8958333,4.3
801.90625,4.3
801.9166667,4.3
801.9270833,4.3
801.9375,4.3
801.9479167,4.3
801.9583333,4.3
801.96875,4.4
801.9791667,4.3
801.9895833,4.3
802,4.3
802.0104167,4.3
802.0208333,4.3
802.03125,4.3
802.0416667,4.4
802.0520833,4.4
802.0625,4.3
802.0729167,4.3
802.0833333,4.4
802.09375,4.3
802.1041667,4.3
802.1145833,4.3
802.125,4.3
802.1354167,4.3
802.1458333,4.3
802.15625,4.2
802.1666667,4.2
802.1770833,4.2
802.1875,4.2
802.1979167,4.2
802.2083333,4.2
802.21875,4.2
802.2291667,4.2
802.2395833,4.2
802.25,4.1
802.2604167,4.1
802.2708333,4.1
802.28125,4.1
802.2916667,4.1
802.3020833,4.1
802.3125,4.1
802.3229167,4.1
802.3333333,4.1
802.34375,4.1
802.3541667,4.1
802.3645833,4.1
802.375,4.1
802.3854167,4.1
802.3958333,4.1
802.40625,4.1
802.4166667,4.1
802.4270833,4.1
802.4375,4.1
802.4479167,4.1
802.4583333,4.1
802.46875,4.1
802.4791667,4.1
802.4895833,4.1
802.5,4.1
802.5104167,4.1
802.5208333,4.1
